Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
weapons/us_2000lb_agm_130a;AGM-130A missile;AGM-130A guided bomb;nice;n;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_agm_130a/short;AGM-130A;AGM-130A;same;n;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_agm_130a_12;AGM-130A-12 missile;AGM-130A-12 guided bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_agm_130a_12/short;AGM-130A-12;AGM-130A-12;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_12_paveway_2;GBU-12 Paveway II guided bomb;GBU-12 Paveway II guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_12_paveway_2/short;277 GBU-12;GBU-12 Paveway II;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_49_paveway_2;GBU-49 Paveway II guided bomb;GBU-49 Paveway II guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_49_paveway_2/short;277 GBU-49;GBU-49 Paveway II;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_48_paveway_2;GBU-48 Paveway II guided bomb;GBU-48 Paveway II guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_48_paveway_2/short;495 GBU-48;GBU-48 Paveway II;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_50_paveway_2;GBU-50 Paveway II guided bomb;GBU-50 Paveway II guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_50_paveway_2/short;944 GBU-50;GBU-50 Paveway II;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_16_paveway_2;GBU-16 Paveway II guided bomb;GBU-16 Paveway II guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_16_paveway_2/short;495 GBU-16;GBU-16 Paveway II;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_10_paveway_2;GBU-10 Paveway II guided bomb;GBU-10 Paveway II guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_10_paveway_2/short;957 GBU-10;GBU-10 Paveway II;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_24;GBU-24 Paveway III guided bomb;GBU-24 Paveway III guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_24/short;1050 GBU-24;GBU-24 Paveway III;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_27;GBU-27 Paveway III guided bomb;GBU-27 Paveway III guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_27/short;991 GBU-27;GBU-27 Paveway III;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_22_paveway_3;GBU-22 Paveway III guided bomb;GBU-22 Paveway III guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_22_paveway_3/short;299 GBU-22;GBU-22 Paveway III;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_250kg_aasm_250_hammer_gps;AASM 250 HAMMER (SBU 38) missile;AASM 250 HAMMER (SBU 38) guided bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_250kg_aasm_250_hammer_gps/short;AASM 250 (GPS);AASM 250 (SBU 38);nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_250kg_aasm_250_hammer_ir;AASM 250 HAMMER (SBU 64) missile;AASM 250 HAMMER (SBU 64) guided bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_250kg_aasm_250_hammer_ir/short;AASM 250 (IR);AASM 250 (SBU 64);nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_250kg_aasm_250_hammer_laser;AASM 250 HAMMER (SBU 54) missile;AASM 250 HAMMER (SBU 54) guided bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_250kg_aasm_250_hammer_laser/short;AASM 250 (Laser);AASM 250 (SBU 54);nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_500kg_aasm_500_hammer_ir;AASM 500 HAMMER (SBU 64) missile;AASM 500 HAMMER guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/fr_500kg_aasm_500_hammer_ir/short;AASM 500 (IR);AASM 500;trim;;;;;;;;;;;;;;;;;;;;
weapons/fr_500kg_aasm_500_hammer_laser;AASM 500 HAMMER (SBU 54) missile;AASM 500 HAMMER guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/fr_500kg_aasm_500_hammer_laser/short;AASM 500 (Laser);AASM 500;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_39;GBU-39/B SDB I guided bomb;GBU-39/B (SDB I) guided bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_gbu_39/short;122 kg GBU-39;GBU-39;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_123;AGM-123 Skipper missile;AGM-123 Skipper missile;same;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_123/short;AGM-123;AGM-123 Skipper;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_119a_penguin;AGM-119A Penguin missile;AGM-119A Penguin missile;same;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_119a_penguin/short;AGM-119A;AGM-119A Penguin;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_egbu_24_paveway_3;EGBU-24B Paveway III guided bomb;EGBU-24B Paveway III guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_egbu_24_paveway_3/short;1050 Paveway▋;EGBU-24B Paveway III;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_paveway_iv;Paveway IV guided bomb;Paveway IV guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_paveway_iv/short;277 Paveway▋;Paveway IV;trim;;;;;;;;;;;;;;;;;;;;
weapons/fr_mk18;Mk.18 guided bomb;Mk.18 guided bomb;same;n;;;;;;;;;;;;;;;;;;;
weapons/fr_mk18/short;Mk.18;Mk.18;same;n;;;;;;;;;;;;;;;;;;;
weapons/fr_mk13;547 kg Mk.13 Paveway guided bomb;Mk.13 guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/fr_mk13/short;547 Paveway▋;Mk.13;trim;;;;;;;;;;;;;;;;;;;;
weapons/br_lizard_2;277 kg BA-FG-230-Lizard-2 guided bomb;BA-FG-230-Lizard-2 guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/br_lizard_2/short;277 Lizard▋;BA-FG-230-Lizard-2;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_15v1;GBU-15(V)1/B guided bomb;GBU-15(V)1/B guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_15v1/short;1141 GBU-15V1;GBU-15(V)1/B;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_15v2;GBU-15(V)2/B guided bomb;GBU-15(V)2/B guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_15v2/short;1141 GBU-15V2;GBU-15(V)2/B;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_8_hobos;GBU-8 HOBOS guided bomb;GBU-8;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_8_hobos/short;1027 GBU-8;GBU-8;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu38_usaf;GBU-38 JDAM guided bomb;GBU-38 JDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu38_usaf/short;253 JDAM;GBU-38 JDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu38_usnavy;GBU-38(V)2/B JDAM guided bomb;GBU-38(V)2/B JDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu38_usnavy/short;253 JDAM;GBU-38(V)2/B JDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_54b;GBU-54B LJDAM guided bomb;GBU-54B LJDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_54b/short;253 LJDAM;GBU-54B LJDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_54b_navy;GBU-54B LJDAM guided bomb;GBU-54B LJDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_54b_navy/short;253 LJDAM;GBU-54B LJDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_62_jdam_er;GBU-62 JDAM-ER guided bomb;GBU-62 JDAM-ER guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_62_jdam_er/short;289 JDAM-ER;GBU-62 JDAM-ER;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_62_ljdam_er;GBU-62 LJDAM-ER guided bomb;GBU-62 LJDAM-ER guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_gbu_62_ljdam_er/short;289 LJDAM-ER;GBU-62 LJDAM-ER;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_64_jdam_er;GBU-64 JDAM-ER guided bomb;GBU-64 JDAM-ER guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu_64_jdam_er/short;987 JDAM-ER;GBU-64 JDAM-ER;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu31_usaf;GBU-31 JDAM guided bomb;GBU-31 JDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu31_usaf/short;957 JDAM;GBU-31 JDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu31_usnavy;GBU-31 JDAM guided bomb;GBU-31 JDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lb_gbu31_usnavy/short;957 JDAM;GBU-31 JDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_gbu32_usaf;GBU-32 JDAM guided bomb;GBU-32 JDAM guided bomb;same;n;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_gbu32_usaf/short;447 GBU-32;GBU-32 JDAM;nice;n;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_gbu32_navy;GBU-32 JDAM guided bomb;GBU-32 JDAM guided bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_gbu32_navy/short;447 GBU-32;GBU-32 JDAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_62a_er;510 kg AGM-62A Walleye I ER guided bomb;AGM-62A Walleye I ER guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_62a_er/short;510▋ER;AGM-62A ER;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_62a;506 kg AGM-62A Walleye I guided bomb;AGM-62A Walleye I guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_62a/short;506▋;AGM-62A;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_62a_2_erdl;1061 kg AGM-62B Walleye II ER/DL guided bomb;AGM-62A Walleye II ER/DL guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_agm_62a_2_erdl/short;1061▋ER/DL;AGM-62 ER/DL;nice;;;;;;;;;;;;;;;;;;;;
weapons/jp_500lb_mk82_gcs_1;Mk 82 GCS-1 guided bomb;Mk 82 GCS-1 guided bomb;same;n;;;;;;;;;;;;;;;;;;;
weapons/jp_500lb_mk82_gcs_1/short;Mk 82 GCS-1;Mk 82 GCS-1;same;n;;;;;;;;;;;;;;;;;;;
weapons/jp_750lb_m117_gcs_1;JM117 GCS-1 guided bomb;JM117 GCS-1 guided bomb;same;n;;;;;;;;;;;;;;;;;;;
weapons/jp_750lb_m117_gcs_1/short;JM117 GCS-1;JM117 GCS-1;same;n;;;;;;;;;;;;;;;;;;;
weapons/uk_230lbs;H.E. R.F.C. 230 lb Mk.III bomb;H.E. R.F.C. 230 lb Mk.III bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_230lbs/short;90 kg HE;H.E. R.F.C. 230 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_250lbs;104 kg GP Mk.IV bomb;G.P. 250 lb Mk.IV bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_250lbs_43;104 kg GP Mk.IV bomb (1943);G.P. 250 lb Mk.IV bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lbs;213 kg GP Mk.IV bomb;G.P. 500 lb Mk.IV bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lbs_default;213 kg GP Mk.IV bomb;G.P. 500 lb Mk.IV bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lbs_default/short;SAP 213;G.P. 500 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lb_as_mk4;A.S. 500 lb Mk.IV bomb;A.S. 500 lb Mk.IV bomb;same;n;;;;;;;;;;;;;;;;;;;
weapons/uk_500lb_as_mk4/short;500 lb;A.S. 500 lb;nice;n;;;;;;;;;;;;;;;;;;;
weapons/uk_540lbs;245 kg Mk.M2 bomb;Mk.M2 540 lb bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_540lbs/short;245 kg;Mk.M2 540 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_540lb_mc_mk2_retarded;295 kg MC Mk.1 fin retarded bomb, №118 tail;H.E. M.C. Mk.1 No.118 540 lb bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/uk_540lb_mc_mk2_retarded/short;295 kg╌;H.E. M.C. 540 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_250lbs_default;104 kg GP Mk.IV bomb;G.P. 250 lb Mk.IV bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_250lbs_default/short;SAP 104;G.P. 250 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lbs_43_default;213 kg GP Mk.IV bomb;G.P. 500 lb Mk.IV bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lbs_43_default/short;SAP 213;G.P. 500 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lb_sap_mkII_ap;222 kg SAP Mk.II bomb;500 LB S.A.P. Mk.II bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lb_sap_mkII_ap/short;SAP 222;S.A.P. 500 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_2000lb_ap_mkI;877 kg AP Mk.I bomb;2000 LB A.P. Mk.I bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_2000lb_ap_mkI/short;AP 877;A.P. 2000 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_mk2_cookie;1783 kg HC Mk.II bomb;4000 lb H.C. Mk.II bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_anm65_cone;547 kg AN-M65A1 bomb, Fin M129;1000 lb AN-M65A1 Fin M129 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lbs_anm66;996 kg AN-M66A2 bomb;2000 lb AN-M66A2 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lbs_anm66_cone;996 kg AN-M66A2 bomb;2000 lb AN-M66A2 bomb;nice;n;;;;;;;;;;;;;;;;;;;
weapons/us_2000lbs_anm66_cone/short;996 kg;AM-M66 2000 lb;nice;n;;;;;;;;;;;;;;;;;;;
weapons/us_1600lb_ap_an_mk1;721 kg AN-Mk 1 AP bomb;1600 lb AN-Mk 1 armor-piercing bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1600lb_ap_an_mk1/short;AP 721;AN-Mk 1;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1600lb_ap_an_mk1_45;721 kg AN-Mk 1 AP bomb;1600 lb AN-Mk 1 armor-piercing bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1600lb_ap_an_mk1_45/short;AP 721;AN-Mk 1;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lb_ld_he_mc_mk_1;454 kg LD MC Mk.1 bomb;1000 lb L.D H.E. M.C. Mk.1;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lb_ld_he_mc_mk_1/short;454 kg;M.C. 1000 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_gp;454 kg MC Mk.13 bomb;1000 lb H.E. M.C. Mk.13 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_gp_mk1;496 kg GP Mk.I bomb;1000 lb G.P. Mk.I bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_gp_default;496 kg GP Mk.I bomb;1000 lb G.P. Mk.I bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_gp_default/short;SAP 496;G.P. 1000 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_gp_n117;454 kg MC Mk.13 fin retarded bomb, №117 tail;1000 lb H.E. M.C. Mk.13 No.117 high-drag tail fin retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_gp_n117/short;454 Mk.13╌;1000 lb Mk.13 No.117;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_1000lbs_mc_mk1;474 kg MC Mk.I bomb;1000 lb M.C. Mk.I bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lb_he_mc_mk2;227 kg MC Mk.II bomb;500 lb H.E. M.C. Mk.II bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_500lb_he_mc_mk2/short;227 kg;M.C. 500 lb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1000lbs;501 kg AN-M65A1 bomb;1000 lb AN-M65A1 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_100lbs;50 kg AN-M30A1 bomb;100 lb AN-M30A1 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2000lbs;996 kg AN-M66A2 bomb;2000 lb AN-M66A2 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lbs;243 kg AN-M64A1 bomb;500 lb AN-M64A1 bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_mk_82_ldgp_air;241 kg Mk 82 AIR ballute-type retarded bomb;500 lb Mk 82 AIR ballute-type retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_mk_82_ldgp_air/short;Mk 82 AIR;Mk 82 AIR;same;;;;;;;;;;;;;;;;;;;;
weapons/us_250lb_mk_81_ldgp_snakeye;138 kg Mk 81 Snakeye fin retarded bomb;250 lb Mk 81 Snakeye high-drag tail fin retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_250lb_mk_81_ldgp_snakeye/short;Mk 81 Snakeye;Mk 81 Snakeye;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_mk_82_ldgp_snakeye;254 kg Mk 82 Snakeye fin retarded bomb;500 lb Mk 82 Snakeye high-drag tail fin retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_mk_82_ldgp_snakeye/short;Mk 82 Snakeye;Mk 82 Snakeye;same;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_mk_82_ldgp_snakeye_default;254 kg Mk 82 Snakeye fin retarded bomb;500 lb Mk 82 Snakeye high-drag tail fin retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_500lb_mk_82_ldgp_snakeye_default/short;Mk 82 Snakeye;Mk 82 Snakeye;same;;;;;;;;;;;;;;;;;;;;
weapons/fr_samp_mk_82_250_ldgp_snakeye;254 kg Mk 82 Snakeye fin retarded bomb;500 lb SAMP Mk 82 250 Snakeye high-drag tail fin retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_samp_mk_82_250_ldgp_snakeye/short;Mk 82 Snakeye;SAMP Mk 82 250 Snakeye;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_mk_83_ldgp_air;447 kg Mk 83 AIR ballute-type retarded bomb;1000 lb Mk 83 AIR ballute-type retarded bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_1000lb_mk_83_ldgp_air/short;Mk 83 AIR;Mk 83 AIR;same;;;;;;;;;;;;;;;;;;;;
weapons/ijnaf_60kg;No. 27 rockets (60 kg);No. 27 rockets (60 kg);same;n;;;;;;;;;;;;;;;;;;;
weapons/de_br20;Wfr.Gr.21 rocket;Wfr.Gr.21 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_rs132;RS-132 rockets;RS-132 rockets;same;n;;;;;;;;;;;;;;;;;;;
weapons/su_rs82;RS-82 rockets;RS-82 rockets;same;n;;;;;;;;;;;;;;;;;;;
weapons/su_ros_82;ROS-82 rocket;ROS-82 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_ros_82/short;ROS-82;ROS-82;same;;;;;;;;;;;;;;;;;;;;
weapons/su_ros_82op_event/short;ROS-82-OP;ROS-82-OP;same;;;;;;;;;;;;;;;;;;;;
weapons/su_ros132;ROS-132 rocket;ROS-132 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_ros132/short;ROS-132;ROS-132;same;;;;;;;;;;;;;;;;;;;;
weapons/su_m8;M-8 rocket;M-8 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_m8/short;M-8;M-8;same;;;;;;;;;;;;;;;;;;;;
weapons/su_rofs132;ROFS-132 rocket;ROFS-132 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_rofs132/short;ROFS-132;ROFS-132;same;;;;;;;;;;;;;;;;;;;;
weapons/su_m13uk;M-13UK rocket;M-13UK rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_m13uk/short;M-13UK;M-13UK;same;;;;;;;;;;;;;;;;;;;;
weapons/su_s8_ko_rocket;S-8KO rockets;S-8KO rockets;same;n;;;;;;;;;;;;;;;;;;;
weapons/su_s8_ko_rocket/short;S-8KO;S-8KO;same;n;;;;;;;;;;;;;;;;;;;
weapons/su_s_8m_rocket;S-8M rocket;S-8M rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_s_8m_rocket/short;S-8M;S-8M;same;;;;;;;;;;;;;;;;;;;;
weapons/cn_fs_70;FS70 rocket;FS70 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/cn_fs_70/short;FS70;FS70;same;;;;;;;;;;;;;;;;;;;;
weapons/cn_type90_he;Type 90-1 HE rockets;Type 90-1 HE rockets;same;n;;;;;;;;;;;;;;;;;;;
weapons/cn_type90_he/short;Type 90-1 HE;Type 90-1 HE;same;n;;;;;;;;;;;;;;;;;;;
weapons/cn_type90_heat;Type 90-1 HEAT rocket;Type 90-1 HEAT rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/cn_type90_heat/short;Type 90 AT;Type 90-1 HEAT;nice;;;;;;;;;;;;;;;;;;;;
weapons/cn_type130_ap;Type 130-2 rocket;Type 130-2 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/cn_type130_ap/short;Type 130;Type 130-2;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_c1of_rocket;S-1OF rocket;S-1of rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_c1of_rocket/short;S-1OF;S-1of;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_s_8ko_rocket;S-8KO rocket;S-8KO rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_s_8ko_rocket/short;S-8KO;S-8KO;same;;;;;;;;;;;;;;;;;;;;
weapons/su_s_13df_rocket;S-13DF rockets;S-13DF rockets;same;n;;;;;;;;;;;;;;;;;;;
weapons/su_s_13df_rocket/short;S-13DF;S-13DF;same;n;;;;;;;;;;;;;;;;;;;
weapons/su_s_13of_rocket;S-13OF rocket;S-13OF rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_s_13of_rocket/short;S-13OF;S-13OF;same;;;;;;;;;;;;;;;;;;;;
weapons/it_snia_bpd_50mm_type_arf8m_at_ap;50 mm ARF/8M3 AT rocket;ARF/8M3(AP-AT) rockets;trim;;;;;;;;;;;;;;;;;;;;
weapons/it_snia_bpd_50mm_type_arf8m_at_ap/short;ARF/8M3;ARF/8M3(AP-AT);nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb_05a;Rb 05A missile;Rb05A missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb_05a/short;Rb 05;Rb05A;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_75mm_m57b;75 mm srak m/57B;7,5 cm srak m/57B rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_75mm_m57b/short;m/57B┕;m/57B;trim;;;;;;;;;;;;;;;;;;;;
weapons/swd_75mm_frida;75 mm srak m/55 Frida;7,5 cm srak m/55 Frida rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_75mm_frida/short;Frida 55┕;m/55;trim;;;;;;;;;;;;;;;;;;;;
weapons/swd_135mm_srak_m56d;135 mm psrak m/56D;m/56D rockets;trim;;;;;;;;;;;;;;;;;;;;
weapons/swd_135mm_srak_m56d/short;AT/56D;m/56D;trim;;;;;;;;;;;;;;;;;;;;
weapons/swd_145mm_psrak_m49a;145 mm psrak m/49B;14,5 cm psrak m/49B rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_145mm_psrak_m49a/short;AT/49;m/49B;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_145mm_psrak_m49a_mount;145 mm psrak m/49B;14,5 cm psrak m/49B rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_145mm_psrak_m49a_mount/short;AT/49;m/49B;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_145mm_psrak_m49_56;145 mm psrak m/49/56;14,5 cm psrak m/49/56 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_145mm_psrak_m49_56/short;AT/56;m/49/56;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_150mm_srak_m51;15 cm srak m/51;15 cm srak m/51 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_150mm_srak_m51/short;RP-3ish;m/51;trim;;;;;;;;;;;;;;;;;;;;
weapons/swd_150mm_srak_m51_mount;15 cm srak m/51;15 cm srak m/51 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_150mm_srak_m51_mount/short;RP-3ish;m/51;trim;;;;;;;;;;;;;;;;;;;;
weapons/swd_180mm_hpsrak_m49;18 cm hprak m/49;18 cm hprak m/49 rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_180mm_hpsrak_m49/short;Tiny Jörgen;m/49;trim;;;;;;;;;;;;;;;;;;;;
weapons/us_2_75_in_ffar_mighty_mouse;FFAR Mighty Mouse rocket;FFAR Mighty Mouse rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2_75_in_ffar_mighty_mouse/short;FFAR;FFAR Mighty Mouse;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p;FFAR Mighty Mouse rocket;FFAR Mighty Mouse rockets;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p/short;FFAR;FFAR Mighty Mouse;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p_cwp;FFAR Mighty Mouse rocket;FFAR Mighty Mouse rockets;nice;;;;;;;;;;;;;;;;;;;;
