Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
dmg_msg/oil6_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil6_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil7_0;%s: suffers damage of oil tank.;%s: suffers damage of oil tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil7_1;%s: oil tank is pierced.;%s: oil tank is pierced.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil7_2;%s: oil tank has ignited.;%s: oil tank has ignited.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil7_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil7_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil8_0;%s: suffers damage of oil tank.;%s: suffers damage of oil tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil8_1;%s: oil tank is pierced.;%s: oil tank is pierced.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil8_2;%s: oil tank has ignited.;%s: oil tank has ignited.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil8_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/oil8_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water1_0;%s: suffers damage of cooling system.;%s: suffers damage of cooling system.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water1_1;%s: cooling system radiator is broken.;%s: cooling system radiator is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water1_2;%s: cooling system connections are broken.;%s: cooling system connections are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water1_3;%s: cooling system thermostat is broken.;%s: cooling system thermostat is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water1_4;%s: coolant pump is broken.;%s: coolant pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water2_0;%s: suffers damage of cooling system.;%s: suffers damage of cooling system.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water2_1;%s: cooling system radiator is broken.;%s: cooling system radiator is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water2_2;%s: cooling system connections are broken.;%s: cooling system connections are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water2_3;%s: cooling system thermostat is broken.;%s: cooling system thermostat is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water2_4;%s: coolant pump is broken.;%s: coolant pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water3_0;%s: suffers damage of cooling system.;%s: suffers damage of cooling system.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water3_1;%s: cooling system radiator is broken.;%s: cooling system radiator is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water3_2;%s: cooling system connections are broken.;%s: cooling system connections are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water3_3;%s: cooling system thermostat is broken.;%s: cooling system thermostat is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water3_4;%s: coolant pump is broken.;%s: coolant pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water4_0;%s: suffers damage of cooling system.;%s: suffers damage of cooling system.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water4_1;%s: cooling system radiator is broken.;%s: cooling system radiator is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water4_2;%s: cooling system connections are broken.;%s: cooling system connections are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water4_3;%s: cooling system thermostat is broken.;%s: cooling system thermostat is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/water4_4;%s: coolant pump is broken.;%s: coolant pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank1_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank1_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank1_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank1_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank1_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank2_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank2_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank2_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank2_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank2_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank3_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank3_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank3_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank3_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank3_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank4_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank4_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank4_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank4_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank4_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank5_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank5_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank5_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank5_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank5_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank6_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank6_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank6_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank6_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank6_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank7_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank7_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank7_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank7_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank7_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank8_0;%s: suffers damage of fuel tank.;%s: suffers damage of fuel tank.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank8_1;%s: fuel tank is holed.;%s: fuel tank is holed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank8_2;%s: fuel pump is broken.;%s: fuel pump is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank8_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/tank8_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/pilot_0;%s: pilot is dead.;%s: pilot is unconscious.;nice;;;;;;;;;;;;;;;;;;;
dmg_msg/pilot_1;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/pilot_2;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/pilot_3;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/pilot_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb1_0;%s: lost the bomb.;%s: lost the bomb.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb1_1;%s: bomb is shot.;%s: bomb is shot.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb1_2;%s: bomb is detonated.;%s: bomb is detonated.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb1_3;%s: pylons are broken.;%s: pylons are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb1_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb2_0;%s: lost the bomb.;%s: lost the bomb.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb2_1;%s: bomb is shot.;%s: bomb is shot.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb2_2;%s: bomb is detonated.;%s: bomb is detonated.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb2_3;%s: pylons are broken.;%s: pylons are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb2_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb3_0;%s: lost the bomb.;%s: lost the bomb.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb3_1;%s: bomb is shot.;%s: bomb is shot.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb3_2;%s: bomb is detonated.;%s: bomb is detonated.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb3_3;%s: pylons are broken.;%s: pylons are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb3_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb4_0;%s: lost the bomb.;%s: lost the bomb.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb4_1;%s: bomb is shot.;%s: bomb is shot.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb4_2;%s: bomb is detonated.;%s: bomb is detonated.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb4_3;%s: pylons are broken.;%s: pylons are broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/bomb4_4;;;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l1_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l1_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l1_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l1_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l1_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l2_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l2_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l2_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l2_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l2_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l3_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l3_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l3_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l3_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l3_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l4_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l4_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l4_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l4_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l4_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l5_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l5_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l5_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l5_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l5_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l6_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l6_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l6_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l6_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l6_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l7_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l7_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l7_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l7_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l7_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l8_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l8_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l8_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l8_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l8_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l9_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l9_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l9_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l9_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l9_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l10_0;%s: suffers damages of left gear leg.;%s: suffers damages of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l10_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l10_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l10_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l10_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l11_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l11_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l11_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l11_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l11_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l12_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l12_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l12_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l12_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l12_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l13_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l13_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l13_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l13_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l13_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l14_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l14_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l14_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l14_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l14_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l15_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l15_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l15_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l15_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l15_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l16_0;%s: suffers damage of left gear leg.;%s: suffers damage of left gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l16_1;%s: left gear leg is jammed.;%s: left gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l16_2;%s: left gear leg fixing is broken.;%s: left gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l16_3;%s: left gear leg cable is broken.;%s: left gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_l16_4;%s: left gear leg lock strut is broken.;%s: left gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r1_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r1_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r1_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r1_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r1_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r2_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r2_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r2_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r2_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r2_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r3_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r3_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r3_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r3_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r3_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r4_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r4_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r4_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r4_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r4_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r5_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r5_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r5_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r5_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r5_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r6_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r6_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r6_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r6_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r6_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r7_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r7_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r7_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r7_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r7_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r8_0;%s: suffers damage of right gear leg.;%s: suffers damage of right gear leg.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r8_1;%s: right gear leg is jammed.;%s: right gear leg is jammed.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r8_2;%s: right gear leg fixing is broken.;%s: right gear leg fixing is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r8_3;%s: right gear leg cable is broken.;%s: right gear leg cable is broken.;same;;;;;;;;;;;;;;;;;;;
dmg_msg/gear_r8_4;%s: right gear leg lock strut is broken.;%s: right gear leg lock strut is broken.;same;;;;;;;;;;;;;;;;;;;
