Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
uk_a_34_comet_iron_duke_2;Comet;Medium tank;中​型​坦​克;-6;;;;;;;;;;;;;;;;;;;
uk_a_34_comet_shop;Comet;Comet I;彗​星 I;-2;;;;;;;;;;;;;;;;;;;
uk_a_34_comet_0;Tank, Cruiser, Mk.VIII, A34 Comet Ia, 1945;Tank, Cruiser, Comet I (A34);巡​洋​坦​克 彗​星 I (A34);14;;;;;;;;;;;;;;;;;;;
uk_a_34_comet_1;Comet;Comet I;彗​星 I;-2;;;;;;;;;;;;;;;;;;;
uk_a_34_comet_2;Comet;Medium tank;中​型​坦​克;-6;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_ss11_shop;▄Strv 81/Rb 52;▄Strv 81 (RB 52);▄​Strv 81/Rb 52;-2;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_ss11_0;▄Stridsvagn 81/Robot 52, 1957;▄Strv 81 (RB 52);▄​81 型​坦​克​/Rb 52 导​弹;13;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_ss11_1;▄Strv 81/Rb 52;▄Strv 81 (RB 52);▄​Strv 81/Rb 52;-2;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_ss11_2;▄Strv 81/Rb;Medium tank;中​型​坦​克;0;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_shop;Centurion Mk.3;Centurion Mk 3;百​夫​长 Mk 3;0;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_0;FV4007 Tank Combat 20pdr Centurion Mk.3, 1951;Centurion Mk 3;百​夫​长 Mk 3;31;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_1;Centurion Mk.3;Centurion Mk 3;百​夫​长 Mk 3;0;;;;;;;;;;;;;;;;;;;
uk_centurion_mk_3_2;Centurion 3;Medium tank;中​型​坦​克;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_3_shop;Chieftain Mk.3;Chieftain Mk 3;酋​长 Mk 3;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_3_0;FV4201 120 mm Gun Tank Chieftain Mk.3, 1971;Chieftain Mk 3;酋​长 Mk 3;29;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_3_1;Chieftain Mk.3;Chieftain Mk 3;酋​长 Mk 3;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_3_2;Chieftain 3;Medium tank;中​型​坦​克;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_5_shop;Chieftain Mk.5;Chieftain Mk 5;酋​长 Mk 5;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_5_0;FV4201 120 mm Gun Tank Chieftain Mk.5, 1976;Chieftain Mk 5;酋​长 Mk 5;29;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_5_1;Chieftain Mk.5;Chieftain Mk 5;酋​长 Mk 5;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_5_2;Chieftain 5;Medium tank;中​型​坦​克;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_10_shop;Chieftain Mk.10;Chieftain Mk 10;酋​长 Mk 10;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_10_0;FV4201 120 mm Gun Tank Chieftain Mk.10, 1985;Chieftain Mk 10;酋​长 Mk 10;29;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_10_1;Chieftain Mk.10;Chieftain Mk 10;酋​长 Mk 10;0;;;;;;;;;;;;;;;;;;;
uk_chieftain_mk_10_2;Chieftain 10;MBT;主​战​坦​克;9;;;;;;;;;;;;;;;;;;;
uk_chieftain_900_shop;Chieftain 900;Chieftain 900;酋​长 900;same;;;;;;;;;;;;;;;;;;;
uk_chieftain_900_0;Royal Ordnance Leeds Chieftain 900 prototype №1, 1982;Chieftain 900;酋​长 900;40;;;;;;;;;;;;;;;;;;;
uk_chieftain_900_1;Chieftain 900;Chieftain 900;酋​长 900;same;;;;;;;;;;;;;;;;;;;
uk_chieftain_900_2;Chieftain 900;MBT;主​战​坦​克;10;;;;;;;;;;;;;;;;;;;
uk_t_90s_bheeshma_shop;▄Bhishma;Bhishma TWMP;毗​湿​摩;-4;;;;;;;;;;;;;;;;;;;
uk_t_90s_bheeshma_0;▄T-90S Bhishma/Track Width Mine Plow, 2013;T-90S Bhishma TWMP;T-90S 毗​湿​摩​/​履​带​同​宽​排​障​器;24;;;;;;;;;;;;;;;;;;;
uk_t_90s_bheeshma_1;▄Bhishma;Bhishma TWMP;毗​湿​摩;-4;;;;;;;;;;;;;;;;;;;
uk_t_90s_bheeshma_2;▄Bhishma;MBT;主​战​坦​克;5;;;;;;;;;;;;;;;;;;;
uk_khalid_shop;▄Khalid;Khalid;哈​立​德;1;;;;;;;;;;;;;;;;;;;
uk_khalid_0;▄FV4030/2 Khalid, 1982;Khalid;FV4030/2 剑;16;;;;;;;;;;;;;;;;;;;
uk_khalid_1;▄Khalid;Khalid;哈​立​德;1;;;;;;;;;;;;;;;;;;;
uk_khalid_2;▄Khalid;MBT;主​战​坦​克;4;;;;;;;;;;;;;;;;;;;
uk_fv4202_shop;FV4202;FV4202;FV4202;same;;;;;;;;;;;;;;;;;;;
uk_fv4202_0;FV4202 Tank Experimental, 1958F;FV4202;FV4202;25;;;;;;;;;;;;;;;;;;;
uk_fv4202_1;FV4202;FV4202;FV4202;same;;;;;;;;;;;;;;;;;;;
uk_fv4202_2;FV4202;Medium tank;中​型​坦​克;-5;;;;;;;;;;;;;;;;;;;
uk_challenger_2_bn_shop;«Black Night»;Black Night;挑​战​者 2 黑​夜;2;;;;;;;;;;;;;;;;;;;
uk_challenger_2_bn_0;Challenger 2 Life Extension Programme «Black Night», 2018F;Challenger 2, Black Night;挑​战​者 2 黑​夜​技​术​验​证​车;33;;;;;;;;;;;;;;;;;;;
uk_challenger_2_bn_1;«Black Night»;Black Night;挑​战​者 2 黑​夜;2;;;;;;;;;;;;;;;;;;;
uk_challenger_2_bn_2;CR2 BN;MBT;主​战​坦​克;3;;;;;;;;;;;;;;;;;;;
uk_challenger_2_dorchester_shop;Challenger 2 (2F);Challenger 2 (2F);挑​战​者 2 (2F);same;;;;;;;;;;;;;;;;;;;
uk_challenger_2_dorchester_0;Tank, Combat, 120 mm Gun, Challenger 2 (Dorchester Level 2F), 2006F;Tank, Combat, 120-mm Gun, Challenger 2 (Dorchester Level 2F);120 毫​米​火​炮​战​斗​坦​克 挑​战​者 2/​多​切​斯​特 2F 级​装​甲​套​件;7;;;;;;;;;;;;;;;;;;;
uk_challenger_2_dorchester_1;Challenger 2 (2F);Challenger 2 (2F);挑​战​者 2 (2F);same;;;;;;;;;;;;;;;;;;;
uk_challenger_2_dorchester_2;CR2(2F);MBT;主​战​坦​克;4;;;;;;;;;;;;;;;;;;;
uk_challenger_1_shop;Challenger 1 Mk.2;Challenger Mk.2;挑​战​者 Mk 2;2;;;;;;;;;;;;;;;;;;;
uk_challenger_1_0;FV4030/4 Tank, Combat, 120 mm Gun, Challenger Mk.2, 1989;Tank, Combat, 120-mm Gun, Challenger Mk.2;120 毫​米​火​炮​战​斗​坦​克 挑​战​者 Mk 2;15;;;;;;;;;;;;;;;;;;;
uk_challenger_1_1;Challenger 1 Mk.2;Challenger Mk.2;挑​战​者 Mk 2;2;;;;;;;;;;;;;;;;;;;
uk_challenger_1_2;CR1 M2;MBT;主​战​坦​克;3;;;;;;;;;;;;;;;;;;;
uk_shir_2_shop;▄Shir 2;FV4030/3;FV4030/3;-1;;;;;;;;;;;;;;;;;;;
uk_shir_2_0;▄FV4030/3 Shir 2, 1979P;FV4030/3 Shir 2;FV4030/3 狮 2;8;;;;;;;;;;;;;;;;;;;
uk_shir_2_1;▄Shir 2;FV4030/3;FV4030/3;-1;;;;;;;;;;;;;;;;;;;
uk_shir_2_2;▄Shir 2;MBT;主​战​坦​克;4;;;;;;;;;;;;;;;;;;;
ussr_t_64_b_1984_shop;T-64B;T-64B;T-64B;same;;;;;;;;;;;;;;;;;;;
ussr_t_64_b_1984_0;"Object 447A T-64BV obr. 1985g. ""Sosna""";T-64B;T-64B;33;;;;;;;;;;;;;;;;;;;
ussr_t_64_b_1984_1;T-64B;T-64B;T-64B;same;;;;;;;;;;;;;;;;;;;
ussr_t_64_b_1984_2;T-64B;MBT;主​战​坦​克;2;;;;;;;;;;;;;;;;;;;
us_magach_3_shop;▃Magach 3 (ERA);▃Magach 3 (ERA);▃​马​加​赫 3/​夹​克​衫;same;;;;;;;;;;;;;;;;;;;
us_magach_3_0;▃Magach 3/Blazer, 1978;▃Magach 3 (ERA);▃​马​加​赫 3/​夹​克​衫​爆​炸​反​应​装​甲;7;;;;;;;;;;;;;;;;;;;
us_magach_3_1;▃Magach 3 (ERA);▃Magach 3 (ERA);▃​马​加​赫 3/​夹​克​衫;same;;;;;;;;;;;;;;;;;;;
us_magach_3_2;▃Magach 3/ERA;MBT;主​战​坦​克;10;;;;;;;;;;;;;;;;;;;
us_m1_abrams_kvt_shop;«LODKA»;M1 KVT;M1 KVT;1;;;;;;;;;;;;;;;;;;;
us_m1_abrams_kvt_0;M1 Krasnovian vis-mod, 2002F;M1 Krasnovian Variant Tank;M1 克​拉​斯​诺​维​亚;2;;;;;;;;;;;;;;;;;;;
us_m1_abrams_kvt_1;«LODKA»;M1 KVT;M1 KVT;1;;;;;;;;;;;;;;;;;;;
us_m1_abrams_kvt_2;M1 KVT;MBT;主​战​坦​克;3;;;;;;;;;;;;;;;;;;;
us_m1_abrams_shop;M1;M1 Abrams;M1;-7;;;;;;;;;;;;;;;;;;;
us_m1_abrams_0;"Tank, Combat, Full-Tracked, 105 mm Gun, M1 ""Abrams"", 1983F";Tank, Combat, Full Tracked, 105-mm Gun M1;105 毫​米​火​炮​履​带​式​战​斗​坦​克 M1;17;;;;;;;;;;;;;;;;;;;
us_m1_abrams_1;M1;Abrams;M1;-4;;;;;;;;;;;;;;;;;;;
us_m1_abrams_2;M1;MBT;主​战​坦​克;-1;;;;;;;;;;;;;;;;;;;
germ_leopard_2pl_shop;▀Leopard 2PL;Leopard 2PL;豹 2PL;1;;;;;;;;;;;;;;;;;;;
germ_leopard_2pl_0;▀Czołg Leopard 2 PL, 2020F;Leopard 2PL;豹 2PL;15;;;;;;;;;;;;;;;;;;;
germ_leopard_2pl_1;▀Leopard 2PL;Leopard 2PL;豹 2PL;1;;;;;;;;;;;;;;;;;;;
germ_leopard_2pl_2;▀Leo 2PL;MBT;主​战​坦​克;5;;;;;;;;;;;;;;;;;;;
germ_leopard_2k_shop;Leopard 2K;Leopard 2K;豹 2K;same;;;;;;;;;;;;;;;;;;;
germ_leopard_2k_0;Kampfpanzer Leopard 2 PT11-Kanone, 1974;Leopard 2K;豹 2K;29;;;;;;;;;;;;;;;;;;;
germ_leopard_2k_1;Leopard 2K;Leopard 2K;豹 2K;same;;;;;;;;;;;;;;;;;;;
germ_leopard_2k_2;Leo 2K;MBT;主​战​坦​克;3;;;;;;;;;;;;;;;;;;;
germ_infanterie_kampfpanzer_churchill_shop;▀Churchill Mk.III;▀Pz.Kpfw. Churchill;▀​丘​吉​尔 III;-2;;;;;;;;;;;;;;;;;;;
germ_infanterie_kampfpanzer_churchill_0;Infanterie-Pz.Kpfw. Mk.IV Churchill 750(e), 1943;▀Infanterie-Pz.Kpfw. Mk IV (e) Churchill;▀​步​兵​坦​克 Mk IV (e) 丘​吉​尔;8;;;;;;;;;;;;;;;;;;;
germ_infanterie_kampfpanzer_churchill_1;▀Churchill Mk.III;▀Kpfpz. Churchill;▀​丘​吉​尔 III;0;;;;;;;;;;;;;;;;;;;
germ_infanterie_kampfpanzer_churchill_2;▀Churchill III;Infantry tank;步​兵​坦​克;1;;;;;;;;;;;;;;;;;;;
uk_a_22b_mk_3_churchill_1942_shop;Churchill Mk.III;Churchill III;丘​吉​尔 III;3;;;;;;;;;;;;;;;;;;;
uk_a_22b_mk_3_churchill_1942_0;Tank, Infantry, Mk.IV, A22C Churchill Mk.III, 1942;Tank, Infantry, Mk IV, Churchill III (A22);步​兵​坦​克 Mk IV 丘​吉​尔 III (A22);8;;;;;;;;;;;;;;;;;;;
uk_a_22b_mk_3_churchill_1942_1;Churchill Mk.III;Churchill III;丘​吉​尔 III;3;;;;;;;;;;;;;;;;;;;
uk_a_22b_mk_3_churchill_1942_2;Churchill III;Infantry tank;步​兵​坦​克;0;;;;;;;;;;;;;;;;;;;
uk_a_22_mk_1_churchill_1941_shop;Churchill Mk.I;Churchill I;丘​吉​尔 I;3;;;;;;;;;;;;;;;;;;;
uk_a_22_mk_1_churchill_1941_0;Tank, Infantry, Mk.IV, A22A Churchill Mk.I, 1941;Tank, Infantry, Mk IV, Churchill I (A22);步​兵​坦​克 Mk IV 丘​吉​尔 I (A22);8;;;;;;;;;;;;;;;;;;;
uk_a_22_mk_1_churchill_1941_1;Churchill Mk.I;Churchill I;丘​吉​尔 I;3;;;;;;;;;;;;;;;;;;;
uk_a_22_mk_1_churchill_1941_2;Churchill I;Infantry tank;步​兵​坦​克;-2;;;;;;;;;;;;;;;;;;;
uk_fv221_caernarvon_shop;Caernarvon;Caernarvon;卡​那​封;same;;;;;;;;;;;;;;;;;;;
uk_fv221_caernarvon_0;FV221 Tank Heavy 20pdr Caernarvon Mk.II, 1955;FV 221 Caernarvon;FV221 卡​那​封;28;;;;;;;;;;;;;;;;;;;
uk_fv221_caernarvon_1;Caernarvon;Caernarvon;卡​那​封;same;;;;;;;;;;;;;;;;;;;
uk_fv221_caernarvon_2;Caernarvon;Heavy tank;重​型​坦​克;0;;;;;;;;;;;;;;;;;;;
uk_conqueror_mk_2_shop;Conqueror;Conqueror;征​服​者 Mk 2;same;;;;;;;;;;;;;;;;;;;
uk_conqueror_mk_2_0;FV214 Tank Heavy 120 mm Conqueror Mk.II, 1960;Tank Heavy Gun Conqueror Mk 2;重​型​火​炮​坦​克 征​服​者 Mk 2;16;;;;;;;;;;;;;;;;;;;
uk_conqueror_mk_2_1;Conqueror;Conqueror Mk 2;征​服​者 Mk 2;-5;;;;;;;;;;;;;;;;;;;
uk_conqueror_mk_2_2;Conqueror;Heavy tank;重​型​坦​克;-1;;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_shop;Tetrarch;Tetrarch I;小​领​主 I;-2;;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_0;Tank, Light, Mk.VII, A17 Tetrarch Mk.I, 1942;Tank, Light Mk VII, Tetrarch I (A17);轻​型​坦​克 Mk VII 小​领​主 I (A17);8;;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_1;Tetrarch;Tetrarch I;小​领​主 I;-2;;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_2;Tetrarch;Light tank;轻​型​坦​克;-2;;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_race_shop;Tetrarch I;Tetrarch I;小​领​主 I;same;n;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_race_0;Tank, Light Mk VII, Tetrarch I (A17);Tank, Light Mk VII, Tetrarch I (A17);轻​型​坦​克 Mk VII 小​领​主 I (A17);same;n;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_race_1;Tetrarch I;Tetrarch I;小​领​主 I;same;n;;;;;;;;;;;;;;;;;;
uk_a17_mk_1_tetrarch_race_2;Light tank;Light tank;轻​型​坦​克;same;n;;;;;;;;;;;;;;;;;;
uk_a25_mk_8_shop;Harry Hopkins;Harry Hopkins I;哈​利·霍​普​金​斯 I;-2;;;;;;;;;;;;;;;;;;;
uk_a25_mk_8_0;Tank, Light, Mk.VIII, A25 Harry Hopkins Mk.I, 1944;Tank, Light Mk VIII, Harry Hopkins Mk.I (A25);Mk VIII 轻​型​坦​克​“哈​利·霍​普​金​斯”​Mk.I (A25);5;;;;;;;;;;;;;;;;;;;
uk_a25_mk_8_1;Harry Hopkins;Harry Hopkins I;哈​利·霍​普​金​斯 I;-2;;;;;;;;;;;;;;;;;;;
uk_a25_mk_8_2;Hopkins;Light tank;轻​型​坦​克;-3;;;;;;;;;;;;;;;;;;;
uk_tog_2_shop;TOG II;TOG II;TOG II;same;;;;;;;;;;;;;;;;;;;
uk_tog_2_0;Tank, Heavy, TOG II*/turret A40, 1944P;TOG II;TOG II;32;;;;;;;;;;;;;;;;;;;
uk_tog_2_1;TOG II;TOG II;TOG II;same;;;;;;;;;;;;;;;;;;;
uk_tog_2_2;TOG II;Heavy tank;重​型​坦​克;-4;;;;;;;;;;;;;;;;;;;
uk_a1e1_independent_shop;Independent;Independent;独​立;same;;;;;;;;;;;;;;;;;;;
uk_a1e1_independent_0;A1E1 Independent, 1928;Independent (A1E1);独​立 (A1E1);4;;;;;;;;;;;;;;;;;;;
uk_a1e1_independent_1;Independent;Independent;独​立;same;;;;;;;;;;;;;;;;;;;
uk_a1e1_independent_2;Independent;Heavy tank;重​型​坦​克;1;;;;;;;;;;;;;;;;;;;
uk_ac1_sentinel_shop;▄A.C Mk.I;A.C.I;A.C.I;4;;;;;;;;;;;;;;;;;;;
uk_ac1_sentinel_0;"▄Australian Cruiser Tank Mk.I ""Sentinel"", 1943";Cruiser tank A.C. Mark I;澳​大​利​亚​巡​洋​坦​克 Mk I;22;;;;;;;;;;;;;;;;;;;
uk_ac1_sentinel_1;▄A.C Mk.I;A.C.I;A.C.I;4;;;;;;;;;;;;;;;;;;;
uk_ac1_sentinel_2;▄AC I;Cruiser tank;巡​洋​坦​克;-7;;;;;;;;;;;;;;;;;;;
uk_ac4_thunderbolt_shop;▄A.C Mk.IV;A.C.IV;A.C.IV;4;;;;;;;;;;;;;;;;;;;
uk_ac4_thunderbolt_0;"▄Australian Cruiser Tank Mk.IV ""Thunderbolt"", 1945P";Cruiser tank A.C. Mark IV;澳​大​利​亚​巡​洋​坦​克 Mk IV;26;;;;;;;;;;;;;;;;;;;
uk_ac4_thunderbolt_1;▄A.C Mk.IV;A.C.IV;A.C.IV;4;;;;;;;;;;;;;;;;;;;
uk_ac4_thunderbolt_2;▄AC IV;Cruiser tank;巡​洋​坦​克;-6;;;;;;;;;;;;;;;;;;;
uk_armored_car_aec_mk_2_shop;AEC Mk.II;AEC Mk II;AEC Mk II;0;;;;;;;;;;;;;;;;;;;
uk_armored_car_aec_mk_2_0;Armoured Car, AEC MK.II, 1944;Armoured Car, AEC Mk II;AEC 装​甲​车 Mk II;6;;;;;;;;;;;;;;;;;;;
uk_armored_car_aec_mk_2_1;AEC Mk.II;AEC Mk II;AEC Mk II;0;;;;;;;;;;;;;;;;;;;
uk_armored_car_aec_mk_2_2;AEC M2;Armored Car;装​甲​车;-5;;;;;;;;;;;;;;;;;;;
us_skink_aa_shop;▃Skink;▃Skink;▃​石​龙​子;same;;;;;;;;;;;;;;;;;;;
us_skink_aa_0;▃Tank, Cruiser, Grizzly Mk.I, Skink AA, 1945;▃Skink, Tank, Anti-Aircraft, 20 mm, Quad;▃​四​联​装 20 毫​米​防​空​坦​克 石​龙​子;4;;;;;;;;;;;;;;;;;;;
us_skink_aa_1;▃Skink;▃Skink;▃​石​龙​子;same;;;;;;;;;;;;;;;;;;;
us_skink_aa_2;▃Skink;SPAA;自​行​防​空​炮;2;;;;;;;;;;;;;;;;;;;
us_skink_aa_kit_3rank_shop;▃Skink;▃Skink (Hell);▃​石​龙​子 (“地​狱​之​轮”);-7;n;;;;;;;;;;;;;;;;;;
us_skink_aa_kit_3rank_0;▃Skink, Hell;▃Skink, Tank, Anti-Aircraft, 20 mm, Quad (Hell);▃​四​联​装 20 毫​米​防​空​坦​克 石​龙​子 (“地​狱​之​轮”);-35;n;;;;;;;;;;;;;;;;;;
us_skink_aa_kit_3rank_1;▃Skink;▃Skink (Hell);▃​石​龙​子 (“地​狱​之​轮”);-7;n;;;;;;;;;;;;;;;;;;
us_skink_aa_kit_3rank_2;▃Skink;SPAA;自​行​防​空​炮;2;n;;;;;;;;;;;;;;;;;;
uk_skink_aa_shop;Skink;Skink;石​龙​子;same;;;;;;;;;;;;;;;;;;;
uk_skink_aa_0;Tank, Cruiser, Grizzly Mk.I, Skink AA, 1945;Skink, Tank, Anti-Aircraft, 20 mm, Quad;四​联​装 20 毫​米​防​空​坦​克 石​龙​子;4;;;;;;;;;;;;;;;;;;;
uk_skink_aa_1;Skink;Skink;石​龙​子;same;;;;;;;;;;;;;;;;;;;
uk_skink_aa_2;Skink;SPAA;自​行​防​空​炮;1;;;;;;;;;;;;;;;;;;;
uk_falcon_shop;Falcon;Falcon;猎​鹰;same;;;;;;;;;;;;;;;;;;;
uk_falcon_0;FV433 AA Falcon, 1974;Falcon;猎​鹰;15;;;;;;;;;;;;;;;;;;;
uk_falcon_1;Falcon;Falcon;猎​鹰;same;;;;;;;;;;;;;;;;;;;
uk_falcon_2;Falcon;SPAA;自​行​防​空​炮;2;;;;;;;;;;;;;;;;;;;
ussr_asu_57_shop;ASU-57;ASU-57;ASU-57;same;;;;;;;;;;;;;;;;;;;
ussr_asu_57_0;ASU-57 obr. 1954g.;ASU-57;ASU-57;12;;;;;;;;;;;;;;;;;;;
ussr_asu_57_1;ASU-57;ASU-57;ASU-57;same;;;;;;;;;;;;;;;;;;;
ussr_asu_57_2;ASU-57;SPG;自​行​火​炮;3;;;;;;;;;;;;;;;;;;;
ussr_asu_85_shop;ASU-85;ASU-85;ASU-85;same;;;;;;;;;;;;;;;;;;;
ussr_asu_85_0;ASU-85 obr. 1961g.;ASU-85;ASU-85;12;;;;;;;;;;;;;;;;;;;
ussr_asu_85_1;ASU-85;ASU-85;ASU-85;same;;;;;;;;;;;;;;;;;;;
ussr_asu_85_2;ASU-85;SPG;自​行​火​炮;3;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ersatz_m10_shop;Panther Ersatz M10;Ersatz M10;M10 伪​装​车;8;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ersatz_m10_0;Sd.Kfz.171 Pz.Kpfw. V Panther Ausf. G Ersatz M10, 1944;Ersatz M10 Panther;豹​式​坦​克 (M10 伪​装​车);36;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ersatz_m10_1;Panther Ersatz M10;Ersatz M10;M10 伪​装​车;8;;;;;;;;;;;;;;;;;;;
germ_pzkpfw_V_ersatz_m10_2;Panther/M10;Medium tank;中​型​坦​克;0;;;;;;;;;;;;;;;;;;;
germ_pzsflk40_sturer_emil_shop;Sturer Emil;Sturer Emil;犟​埃​米​尔;same;;;;;;;;;;;;;;;;;;;
germ_pzsflk40_sturer_emil_0;"Pz.Sfl. für 12.8 cm K40 ""Sturer Emil"", 1942";"Pz.Sfl. für 12,8 cm K40 ""Sturer Emil""";128 毫​米 K40 火​炮​运​载​车 犟​埃​米​尔;6;;;;;;;;;;;;;;;;;;;
germ_pzsflk40_sturer_emil_1;Sturer Emil;Sturer Emil;犟​埃​米​尔;same;;;;;;;;;;;;;;;;;;;
germ_pzsflk40_sturer_emil_2;Sturer Emil;SPG;自​行​火​炮;8;;;;;;;;;;;;;;;;;;;
fr_m4a3_105_sherman_shop;☨M4A3(105);▄M4A3 (105);▄​M4A3(105);-1;;;;;;;;;;;;;;;;;;;
fr_m4a3_105_sherman_0;"Char moyen M4A3(105) HVSS ""Sherman"", 1945";▄Medium Tank M4A3 (105) HVSS Sherman;▄​中​型​坦​克 M4A3(105) HVSS​“谢​尔​曼”;5;;;;;;;;;;;;;;;;;;;
fr_m4a3_105_sherman_1;☨M4A3(105);▄M4A3 (105);▄​M4A3(105);-1;;;;;;;;;;;;;;;;;;;
fr_m4a3_105_sherman_2;☨M4 105;Medium tank;中​型​坦​克;-4;;;;;;;;;;;;;;;;;;;
fr_m3a3_stuart_shop;☨M3A3;▄M3A3 Stuart;▄​M3A3 斯​图​亚​特;-7;;;;;;;;;;;;;;;;;;;
fr_m3a3_stuart_0;"Char léger M3A3 ""Stuart"", 1944";▄Light Tank M3A3 Stuart;▄​轻​型​坦​克 M3A3​“斯​图​亚​特”;7;;;;;;;;;;;;;;;;;;;
fr_m3a3_stuart_1;☨M3A3;▄M3A3;▄​M3A3 斯​图​亚​特;0;;;;;;;;;;;;;;;;;;;
fr_m3a3_stuart_2;☨M3A3;Light tank;轻​型​坦​克;-5;;;;;;;;;;;;;;;;;;;
fr_m26_pershing_shop;☨M26;▄M26;▄​M26;0;;;;;;;;;;;;;;;;;;;
fr_m26_pershing_0;"Char moyen M26 ""Pershing"", 1952";"▄Char Moyen Type ""Pershing"" M 26";▄​中​型​坦​克 M26​“潘​兴”;-1;;;;;;;;;;;;;;;;;;;
fr_m26_pershing_1;☨M26;▄M26;▄​M26;0;;;;;;;;;;;;;;;;;;;
fr_m26_pershing_2;☨M26;Medium tank;中​型​坦​克;-7;;;;;;;;;;;;;;;;;;;
fr_m46_patton_shop;☨M46;▄M46;▄​M46;0;;;;;;;;;;;;;;;;;;;
fr_m46_patton_0;"Char moyen M46 ""Patton"" , 1957";"▄Char Moyen Type ""Patton"" M46";▄​中​型​坦​克 M46​“巴​顿”;1;;;;;;;;;;;;;;;;;;;
fr_m46_patton_1;☨M46;▄M46;▄​M46;0;;;;;;;;;;;;;;;;;;;
fr_m46_patton_2;☨M46;Medium tank;中​型​坦​克;-7;;;;;;;;;;;;;;;;;;;
fr_tpk_641_vpc_shop;TPK 6.41;TPK 6.41;TPK 6.41;same;;;;;;;;;;;;;;;;;;;
fr_tpk_641_vpc_0;VLRA TPK 6.41 Véhicule de Protection de Convoi, 1987;ACMAT TPK 6.41 VPC;ACMAT TPK 6.41 VPC;34;;;;;;;;;;;;;;;;;;;
fr_tpk_641_vpc_1;TPK 6.41;TPK 6.41;TPK 6.41;same;;;;;;;;;;;;;;;;;;;
fr_tpk_641_vpc_2;TPK 6.41;SPAA;自​行​防​空​炮;4;;;;;;;;;;;;;;;;;;;
fr_amx_10p_shop;AMX 10 P;AMX-10P;AMX 10P;1;;;;;;;;;;;;;;;;;;;
fr_amx_10p_0;AMX de 10 tonnes Personnel, 1982;AMX-10P;AMX 10P;25;;;;;;;;;;;;;;;;;;;
fr_amx_10p_1;AMX 10 P;AMX-10P;AMX 10P;1;;;;;;;;;;;;;;;;;;;
fr_amx_10p_2;AMX 10 P;SPAA;自​行​防​空​炮;4;;;;;;;;;;;;;;;;;;;
fr_vextra_105_shop;VEXTRA 105;Vextra 105;VEXTRA 105;0;;;;;;;;;;;;;;;;;;;
fr_vextra_105_0;Véhicule d'EXperimentation de TRAnsmission/tourelle modulaire légère 105, 1997;Véhicule d'EXperimentation de TRAnsmission 105;传​动​系​统​测​试​原​型​车 105 型 (TML 炮​塔);32;;;;;;;;;;;;;;;;;;;
fr_vextra_105_1;VEXTRA 105;Vextra 105;VEXTRA 105;0;;;;;;;;;;;;;;;;;;;
fr_vextra_105_2;VEXTRA 105;Light tank;轻​型​坦​克;0;;;;;;;;;;;;;;;;;;;
fr_m4a4_sherman_shop;☨M4A4;▄M4A4;▄​M4A4;0;;;;;;;;;;;;;;;;;;;
fr_m4a4_sherman_0;"Char moyen M4A4 ""Sherman"", 1945";▄M4A4 Sherman;▄​M4A4​“谢​尔​曼”;18;;;;;;;;;;;;;;;;;;;
fr_m4a4_sherman_1;☨M4A4;▄M4A4;▄​M4A4;0;;;;;;;;;;;;;;;;;;;
fr_m4a4_sherman_2;☨M4A4;Medium tank;中​型​坦​克;-6;;;;;;;;;;;;;;;;;;;
fr_m4a1_sherman_shop;☨M4A1;▄M4A1;▄​M4A1;0;;;;;;;;;;;;;;;;;;;
