Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
hints/tutorialB_fighter_video_02_continue;;"You will be unable to hit your opponent if you move the targeting cursor onto them with your mouse – the rounds will fly in the direction that the crosshair is aimed.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_fighter_video_03;;You will also be unable to hit a moving target if you move the targeting crosshair directly onto it, as the target will move while the rounds fly forward and the burst will miss.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_fighter_video_03_continue;;"You will also be unable to hit a moving target if you move the targeting crosshair directly onto it, as the target will move while the rounds fly forward and the burst will miss.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_fighter_video_04;;To hit the opponent, put the targeting crosshair over the lead angle indicator of the enemy plane and fire.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_fighter_video_04_continue;;"To hit the opponent, put the targeting crosshair over the lead angle indicator of the enemy plane and fire.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_video_01;;When shooting at long distances, you need to take into consideration that shells do not fly straight but follow a parabolic path into account, meaning that they fall to the ground once they pass a certain distance. For the shell to reach a distant target, the cannon should have a higher elevation.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_video_01_continue;;"When shooting at long distances, you need to take into consideration that shells do not fly straight but follow a parabolic path into account, meaning that they fall to the ground once they pass a certain distance. For the shell to reach a distant target, the cannon should have a higher elevation.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_video_02;;Accordingly, when you aim the targeting crosshair in sniper mode or when the cannon orientation marker points towards the target you will not be able to hit it – the shell will fall without reaching the opponent.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_video_02_continue;;"Accordingly, when you aim the targeting crosshair in sniper mode or when the cannon orientation marker points towards the target you will not be able to hit it – the shell will fall without reaching the opponent.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_video_03;;To hit the opponent no matter how far away they are, move the white crosshair onto them and fire.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_video_03_continue;;"To hit the opponent no matter how far away they are, move the white crosshair onto them and fire.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_fire_off_previous_shells;;Fire off your current shell to load the new type of shell that you've switched to;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_kill_the_angled_tank;;"You have switched to composite shells. These shells successfully pierce almost any armor, but they cause lower damage

Destroy the target tank";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_ammo_summary;;Now, you can see that even though composite shells make it possible to destroy a well armored target, it takes quite a long time because of their low damage;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_ammo_summary_continue;;"Now, you can see that even though composite shells make it possible to destroy a well armored target, it takes quite a long time because of their low damage

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_observe_long_range_target;;Move the cursor on to one of the marked targets;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_target_found;;For a better view of your target, switch to gunner mode;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_destroy_targets;;Destroy the enemy vehicles;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_explanation_start;;Press {{ID_CONTINUE}} to learn more about firing at long range;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_explanation01;;The fired shell flies along a ballistic trajectory, while the reticule shows where the cannon is aiming. If you shoot at a distant object using the reticule, the shell will drop before it reaches its target;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_explanation02;;This means that when you fire at a distant target, you need to aim the cannon a little higher;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_explanation03;;Fortunately, in Arcade Battles, we always have an aim assist indicator that shows roughly where the shell will actually land;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_explanation04;;Move the cannon so that the aim assist indicator is aligned with the target. When properly aimed, it should light up green;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_capture_zone_toggle_view_back;;Switch to third-person view;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_capture_zone_start;;Now you have to complete a real combat assignment: Capture and hold a strategic point!;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_capture_zone_start_continue;;"Now you have to complete a real combat assignment: Capture and hold a strategic point!

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_final_hint;;Nice shot!;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_captures_are_important;;Capturing strategic points is one of the main methods of winning a battle;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_captures_are_important_continue;;"Capturing strategic points is one of the main methods of winning a battle

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_look_at_zone_marker;;You can see a marker above the capture point. If the marker is white, this means that the point is currently neutral;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_look_at_zone_marker_continue;;"You can see a marker above the capture point. If the marker is white, this means that the point is currently neutral

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_go_inside_the_circle;;Move to the capture zone;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_warning;;Attention! You are entering a zone which is about be bombarded by artillery;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_warning_continue;;"Attention! You are entering a zone which is about be bombarded by artillery

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_cross;;Pay attention to the cross on the mini-map – it marks the spot which has been targeted by an allied artillery strike;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_cross_continue;;"Pay attention to the cross on the mini-map – it marks the spot which has been targeted by an allied artillery strike

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_beware;;The artillery strike covers a large area and causes damage to all units that are under fire, both opponents and allies;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_beware_continue;;"The artillery strike covers a large area and causes damage to all units that are under fire, both opponents and allies

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_turn_back;;To avoid coming under friendly artillery fire, fall back and wait for the artillery bombardment to finish;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_wait;;"Now you need to wait for the artillery strike to finish

Remember, that in a real battle the artillery will not wait for you to leave the strike zone, so you must pay attention";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_move;;When shots are no longer fired, it means that the artillery has finished its strike on the zone indicated and you can continue to advance without risking the loss of equipment;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_move_continue;;"When shots are no longer fired, it means that the artillery has finished its strike on the zone indicated and you can continue to advance without risking the loss of equipment

Move to the capture zone";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_allied_artillery_you_will_get_it_too;;In future, you will have the opportunity to call an artillery strike on your opponents;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_target_camera;;Not all opponents will be idle in real battle.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_target_camera_continue;;"Not all opponents will be idle in real battle.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_target_camera_manual;;Try to move and hold the targeting reticule over the marked tank;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_target_camera_manual_is_hard;;As you can see, it is harder to aim at a moving target than at an immobile one;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_use_target_camera;;"There is a target camera mode that lets you track the opponent

Use the target camera";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_target_camera_used;;While you hold the button, the sight and the turret of the tank automatically turn towards the selected enemy unit, while the cursor can be moved slightly to make targeting more precise;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_target_camera_used_continue;;"While you hold the button, the sight and the turret of the tank automatically turn towards the selected enemy unit, while the cursor can be moved slightly to make targeting more precise

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_long_range_watch_video_again;;Press {{ID_CONTINUE}} to watch the video again;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_press_id_continue;;Press {{ID_CONTINUE}} to continue;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_minimap_player_tank;;YOUR TANK;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_minimap_enemy_tank;;ENEMY TANK;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_minimap_friendly_tank;;ALLIED TANK;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_minimap_fov;;FIELD OF VIEW;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_minimap_itself;;The mini-map is located here and it can be used to track the position of your tank, the surrounding environment and the location of allies and opponents;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cross_general;;The cross indicates where the shell will hit – it changes color depending on the thickness of the armor underneath;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cross_green;;When the cross is green, it means that the shell will penetrate the armor;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cross_yellow;;Yellow means that there’s a chance to penetrate the armor;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cross_red;;Red means it is impossible to penetrate the armor at this location;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_xray_itself;;HIT CAMERA;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_xray_explanation;;Here, you can see which parts of the enemy tank have been struck by your shell;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_tickets;;TEAM POINTS;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_your_team_tickets;;YOUR TEAM POINTS;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_enemy_team_tickets;;ENEMY TEAM POINTS;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_artillery_strike;;This type of cross marks the location of an allied artillery strike on the mini-map;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_movement_info;;You can see information about the number of gears, engine RPM and speed of your tank here;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_armor_front;;The front armor of a tank is usually the strongest;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_armor_side;;Side armor has more weak points;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_armor_rear;;Tanks are most vulnerable at the rear;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_long_tange_aiming_sight;;Cannon aim direction;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_long_tange_aiming_cross;;Where the shell will fall (a cross);nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_long_tange_aim_with_cross;;The cross indicates the actual place where the shell will hit. Move the cross onto the target to hit;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_general_info;;The shell icons display the two most important attributes:;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_penetration_gen;;penetration power;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_damage_gen;;post-penetration effect;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_penetration_general_header;;armor penetration;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_penetration_comparison_header;;against armored targets;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_penetration_full_info;;The thicker the piece of armor displayed on the icon, the more powerful the armor penetration of the shell;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_damage_full_info;;"The effect of the shell on the opponent’s vehicles after armor is penetrated is shown by a highlight – black and white for shrapnel damage, colored for explosive damage;
explosive shells cause more damage";nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_final;;Because armor penetration is more important in an encounter with well-armored targets, it is best to select composite shells in this situation;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_xray_crew_count;;The enemy tank is considered to be destroyed if there are no active crew members remaining inside;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_fire_and_explosion;;If the tank’s engine, ammunition or fuel tanks are damaged, it might cause an explosion or fire inside the tank;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_tickets_zone_white_corners;;When you are inside the capture zone, white corners appear around the zone marker;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cursor_location;;CURSOR;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cannon_aiming;;CANNON MARKER;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_cross_location;;CROSSHAIR;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_artillery_warning;;This warning means that you are in an artillery strike zone;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_summary;;SUMMARY;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_for_light_tanks;;shells for use against lightly armored targets;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_for_light_tanks_use;;Always use this type of shell if they can penetrate the armor of the target;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_for_heavy_tanks;;shells for heavily armored targets;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_ammo_for_heavy_tanks_use;;Use this type of shell only if the first type cannot penetrate the armor of the target;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_lr_how_the_shells_fly;;Shells follow a parabolic path when firing at long distances;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_tank_lr_what_to_do_with_cannon;;For the shell to reach a distant target, the cannon must have a higher elevation;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_air_ma_cursor_location;;CURSOR;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_air_aiming_location;;MAIN ARMAMENT SIGHT;nice;;;;;;;;;;;;;;;;;;;
hud_tutorial_air_forestall_location;;LEAD ANGLE INDICATOR;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_video_about_hud_markers;;You can see several markers on the screen – the cursor, which the turret of your tank follows, the marker indicating the direction of the tank cannon and the cross that shows where the tank shell will hit.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_video_about_hud_markers_continue;;"You can see several markers on the screen – the cursor, which the turret of your tank follows, the marker indicating the direction of the tank cannon and the cross that shows where the tank shell will hit.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_video_dont_shoot_at_cursor;;Take into consideration that the mouse aiming cursor is not a gun sight and only serves to help you turn the tank turret in the right direction. You should not shoot without waiting for the tank turret to align itself with the opponent.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_video_dont_shoot_at_cursor_continue;;"Take into consideration that the mouse aiming cursor is not a gun sight and only serves to help you turn the tank turret in the right direction. You should not shoot without waiting for the tank turret to align itself with the opponent.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_video_shoot_at_cross;;If you want to hit the enemy tank wait for the turret to turn towards the opponent, align the crosshair with the target (it will change color when it is over the opponent) and fire.;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_video_shoot_at_cross_continue;;"If you want to hit the enemy tank wait for the turret to turn towards the opponent, align the crosshair with the target (it will change color when it is over the opponent) and fire.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_how_to_capture_the_zone;;To capture the point, you must drive into the capture zone. The border of the capture zone is delineated by a white lined circle on the ground;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_destroy_enemy_tank_in_zone;;"Your tank has reached the indicated point, but you can't capture the zone while it still has enemy vehicles in it

Destroy the enemy tank {shortcut}";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_destroy_enemy_ammo_hint;;You can switch to the previous type of ammo to do more damage to the current target;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_destroy_enemy_crew_hint;;"Remember – to destroy a tank, you have to damage its internal modules

Try shooting the crew's positions";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_capture_zone_clear;;Great! Now you can capture the zone;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_wait_until_capture_ends;;Wait for the marker to turn blue and for a message to appear notifying you that you have captured the zone;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_go_to_circle_and_wait_until_capture_ends;;Return to the capture zone and wait for the marker to turn blue and for a message to appear notifying you that you have captured the zone;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_zone_colors;;The capture zone's marker has turned blue — that means the zone now belongs to your team. If the enemy team had captured the zone, the marker would have turned red;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_zone_colors_continue;;"The capture zone's marker has turned blue — that means the zone now belongs to your team. If the enemy team had captured the zone, the marker would have turned red

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_tickets_explanation01;;Note the red and blue lines at the top of the screen. This shows both teams' points. The blue line shows your team's points, while the red line shows the enemy's;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_tickets_explanation01_continue;;"Note the red and blue lines at the top of the screen. This shows both teams' points. The blue line shows your team's points, while the red line shows the enemy's

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_tickets_explanation02;;When one team captures more strategic points than the other team, the enemy team begins to lose points;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_tickets_explanation02_continue;;"When one team captures more strategic points than the other team, the enemy team begins to lose points

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_tickets_explanation03;;Victory is achieved when the enemy team loses all its points, so always try to keep control of the strategic zones;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_tickets_explanation03_continue;;"Victory is achieved when the enemy team loses all its points, so always try to keep control of the strategic zones

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_final_hint;;"Great Job! You won!
Now you're a true tanker!";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_minimap;;In the lower right corner, you can see a minimap which shows your tank as an arrow. It also shows the positions of your enemies and allies as icons;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_minimap_continue;;"In the lower right corner, you can see a minimap which shows your tank as an arrow. It also shows the positions of your enemies and allies as icons
 
Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_minimap_markers;;Your opponent this time – a training target – is the red icon on the map. Your allies’ icons are blue;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_about_minimap_markers_continue;;"Your opponent this time – a training target – is the red icon on the map. Your allies’ icons are blue
 
Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_look_at_xray;;When a shell penetrates armor, the ‘x-ray’ window appears in the top right corner. This shows which parts of the tank and which crew members took damage;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_look_at_xray_continue;;"When a shell penetrates armor, the ‘x-ray’ window appears in the top right corner. This shows which parts of the tank and which crew members took damage
 
Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_xray_explanation;;The enemy tank is considered destroyed if it has no crew members remaining inside;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_xray_explanation_continue;;"The enemy tank is considered destroyed if it has less than two crew members remaining inside
 
Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_fire_and_explosion;;If the engine, ammo rack or fuel tanks inside the tank are damaged, this may cause an explosion or start a fire;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_fire_and_explosion_continue;;"If the engine, ammo rack or fuel tanks inside the tank are damaged, this may cause an explosion or start a fire
 
Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_cannon_deviation;;"Every tank’s cannon has a scatter radius which can reduce accuracy at long ranges
 
If a shell doesn’t hit the target even when you’re aiming at it correctly, try firing again";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_hello_part2;;Welcome to the second part of the tank battle tutorial!;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_hello_part2_continue;;"Welcome to the second part of the tank battle tutorial!

Please move to the route marker";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_armor_intro;;As you may have noticed in battles against other players, enemy tank armor can be tough to penetrate;nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_tank_armor_intro_continue;;"As you may have noticed in battles against other players, enemy tank armor can be tough to penetrate

Press {{ID_CONTINUE}} to continue.";nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_ailerons_left;;Use the ailerons to lurch your aircraft to the left;nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_ailerons_right;;Use the ailerons to lurch your aircraft to the right;nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_elevator_down;;Use the elevator to descend (dive);nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_elevator_up;;Use the elevator to ascend (pitch);nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_rudder;;Use the rudder to adjust the heading of your aircraft;nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_throttle;;"Use the thrust lever to desrease and increase aircraft speed

Increase the engine power to 100% in order to start accelerating on the takeoff strip";nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_fire_thrustmaster;;Use the trigger on the reverse of the thrust lever in order to fire;nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_fire;;Use the {shortcut} in order to fire;nice;;;;;;;;;;;;;;;;;;;
hints/hc_western_tutorial_tactical_map;;Use the map to see the location of your current assignment;nice;;;;;;;;;;;;;;;;;;;
hints/howitzers_fire_capture_zone;Vehicles near the capture zone were attacked by howitzers;Vehicles near the capture zone were attacked by howitzers;same;;;;;;;;;;;;;;;;;;;
hints/find_visual_enemy_tanks;Reconnaissance is reporting about confusion on the battlefield. Identification of enemy armored vehicles is possible at maximum distance of 600 m.;Reconnaissance is reporting about confusion on the battlefield. Identification of enemy armored vehicles is possible at maximum distance of 600 m.;same;;;;;;;;;;;;;;;;;;;
hints/press_to_start_a_race;Press to start the race;Press to start the race;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_01;Waypoint 1 / 14;Waypoint 1 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_02;Waypoint 2 / 14;Waypoint 2 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_03;Waypoint 3 / 14;Waypoint 3 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_04;Waypoint 4 / 14;Waypoint 4 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_05;Waypoint 5 / 14;Waypoint 5 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_06;Waypoint 6 / 14;Waypoint 6 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_07;Waypoint 7 / 14;Waypoint 7 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_08;Waypoint 8 / 14;Waypoint 8 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_09;Waypoint 9 / 14;Waypoint 9 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_10;Waypoint 10 / 14;Waypoint 10 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_11;Waypoint 11 / 14;Waypoint 11 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_12;Waypoint 12 / 14;Waypoint 12 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_13;Waypoint 13 / 14;Waypoint 13 / 14;same;;;;;;;;;;;;;;;;;;;
hints/demo_mission_checkpoint_14;Waypoint 14 / 14;Waypoint 14 / 14;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_00;GO!;GO!;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_01;Race starts in: 1;Race starts in: 1;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_02;Race starts in: 2;Race starts in: 2;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_03;Race starts in: 3;Race starts in: 3;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_04;Race starts in: 4;Race starts in: 4;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_05;Race starts in: 5;Race starts in: 5;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_06;Race starts in: 6;Race starts in: 6;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_07;Race starts in: 7;Race starts in: 7;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_08;Race starts in: 8;Race starts in: 8;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_09;Race starts in: 9;Race starts in: 9;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_10;Race starts in: 10;Race starts in: 10;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_11;Race starts in: 11;Race starts in: 11;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_12;Race starts in: 12;Race starts in: 12;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_13;Race starts in: 13;Race starts in: 13;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_14;Race starts in: 14;Race starts in: 14;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_15;Race starts in: 15;Race starts in: 15;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_16;Race starts in: 16;Race starts in: 16;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_17;Race starts in: 17;Race starts in: 17;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_18;Race starts in: 18;Race starts in: 18;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_19;Race starts in: 19;Race starts in: 19;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_20;Race starts in: 20;Race starts in: 20;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_21;Race starts in: 21;Race starts in: 21;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_22;Race starts in: 22;Race starts in: 22;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_23;Race starts in: 23;Race starts in: 23;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_24;Race starts in: 24;Race starts in: 24;same;;;;;;;;;;;;;;;;;;;
hints/ffa_race_starts_in_25;Race starts in: 25;Race starts in: 25;same;;;;;;;;;;;;;;;;;;;
