Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
customPurchaseLink/wt_access_israel_aircrafts_unlocks;auto_local auto_login https://store.gaijin.net/catalog.php?search=wt_israeli_aircrafts;auto_local auto_login https://store.gaijin.net/catalog.php?search=wt_israeli_aircrafts;same;;;;;;;;;;;;;;;;;;;;
customPurchaseLink/wt_access_israel_tanks_unlocks;auto_local auto_login https://store.gaijin.net/catalog.php?search=wt_israeli_tanks;auto_local auto_login https://store.gaijin.net/catalog.php?search=wt_israeli_tanks;same;;;;;;;;;;;;;;;;;;;;
customPurchaseLink/wt_access_france_ships_unlocks;auto_local auto_login https://store.gaijin.net/catalog.php?search=wt_french_fleet;auto_local auto_login https://store.gaijin.net/catalog.php?search=wt_french_fleet;same;;;;;;;;;;;;;;;;;;;;
mainmenu/legal_text;© {currentYear} Gaijin Games;© {currentYear} Gaijin Games;same;;;;;;;;;;;;;;;;;;;;
msgBox/viralAcquisition;;http://warthunder.com/en/registration?r=userinvite_%s;nice;;;;;;;;;;;;;;;;;;;;
sony/scea_en;Purchase and use of items are subject to the Network Terms of Service and User Agreement. This online service has been sublicensed to you by Sony Computer Entertainment America.;Purchase and use of items are subject to the Network Terms of Service and User Agreement. This online service has been sublicensed to you by Sony Computer Entertainment America.;same;;;;;;;;;;;;;;;;;;;;
sony/scee_en;"Any content purchased in an in-game store will be purchased from Sony Network Entertainment Europe Limited (""SNEE"") and be subject to Sony Entertainment Network Terms of Service and User Agreement which is available on the PlayStation®Store. Please check usage rights for each purchase as these may differ from item to item. Unless otherwise shown, content available in any in-game store has the same age rating as the game.";"Any content purchased in an in-game store will be purchased from Sony Network Entertainment Europe Limited (""SNEE"") and be subject to Sony Entertainment Network Terms of Service and User Agreement which is available on the PlayStation®Store. Please check usage rights for each purchase as these may differ from item to item. Unless otherwise shown, content available in any in-game store has the same age rating as the game.";same;;;;;;;;;;;;;;;;;;;;
texture_presets/country_flags;default;default;same;;;;;;;;;;;;;;;;;;;;
default_circuit;production2;production2;same;;;;;;;;;;;;;;;;;;;;
url/wiki_objects;;http://wiki.warthunder.com/objects/?game_id=%s;nice;;;;;;;;;;;;;;;;;;;;
url/wiki;;http://wiki.warthunder.com;nice;;;;;;;;;;;;;;;;;;;;
url/wiki_matchmaker;;http://wiki.warthunder.com/Matchmaker;nice;;;;;;;;;;;;;;;;;;;;
url/wiki_battlepass;https://wiki.warthunder.com/Battle_Pass_Seasons;https://wiki.warthunder.com/Battle_Pass_Seasons;same;;;;;;;;;;;;;;;;;;;;
ps4/activityFeed/win_session/image_url_small;;;same;;;;;;;;;;;;;;;;;;;;
ps4/activityFeed/win_session/image_url_large;;;same;;;;;;;;;;;;;;;;;;;;
harmonizationSuffixes;;;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_usa_dynmodel;hangar_flag_usa_dynmodel;hangar_flag_usa_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_usa_single_dynmodel;hangar_flag_usa_single_dynmodel;hangar_flag_usa_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_ussr_dynmodel;hangar_flag_ussr_dynmodel;hangar_flag_ussr_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_ussr_single_dynmodel;hangar_flag_ussr_single_dynmodel;hangar_flag_ussr_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_germany_dynmodel;hangar_flag_germany_dynmodel;hangar_flag_germany_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_germany_single_dynmodel;hangar_flag_germany_single_dynmodel;hangar_flag_germany_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_britain_dynmodel;hangar_flag_britain_dynmodel;hangar_flag_britain_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_britain_single_dynmodel;hangar_flag_britain_single_dynmodel;hangar_flag_britain_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_japan_dynmodel;hangar_flag_japan_dynmodel;hangar_flag_japan_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_japan_single_dynmodel;hangar_flag_japan_single_dynmodel;hangar_flag_japan_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_china_dynmodel;hangar_flag_china_dynmodel;hangar_flag_china_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_china_single_dynmodel;hangar_flag_china_single_dynmodel;hangar_flag_china_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_italian_dynmodel;hangar_flag_italian_dynmodel;hangar_flag_italian_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_italian_single_dynmodel;hangar_flag_italian_single_dynmodel;hangar_flag_italian_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_france_dynmodel;hangar_flag_france_dynmodel;hangar_flag_france_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_france_single_dynmodel;hangar_flag_france_single_dynmodel;hangar_flag_france_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_sweden_dynmodel;hangar_flag_sweden_dynmodel;hangar_flag_sweden_dynmodel;same;;;;;;;;;;;;;;;;;;;;
backgroundObject/hangar_flag_sweden_single_dynmodel;hangar_flag_sweden_single_dynmodel;hangar_flag_sweden_single_dynmodel;same;;;;;;;;;;;;;;;;;;;;
facebook/like_url;;http://www.warthunder.com;nice;;;;;;;;;;;;;;;;;;;;
profile/language/en;Language;Language;same;;;;;;;;;;;;;;;;;;;;
language/English;English;English;same;;;;;;;;;;;;;;;;;;;;
language/Russian;Русский;Русский;same;;;;;;;;;;;;;;;;;;;;
language/French;Français;Français;same;;;;;;;;;;;;;;;;;;;;
language/Italian;Italiano;Italiano;same;;;;;;;;;;;;;;;;;;;;
language/German;Deutsch;Deutsch;same;;;;;;;;;;;;;;;;;;;;
language/Spanish;Español;Español;same;;;;;;;;;;;;;;;;;;;;
language/Polish;Polski;Polski;same;;;;;;;;;;;;;;;;;;;;
language/Czech;Česky;Česky;same;;;;;;;;;;;;;;;;;;;;
language/Hungarian;Magyar;Magyar;same;;;;;;;;;;;;;;;;;;;;
language/Serbian;Srpski;Srpski;same;;;;;;;;;;;;;;;;;;;;
language/Belarusian;Беларуская;Беларуская;same;;;;;;;;;;;;;;;;;;;;
language/Ukrainian;Українська;Українська;same;;;;;;;;;;;;;;;;;;;;
language/Turkish;Türkçe;Türkçe;same;;;;;;;;;;;;;;;;;;;;
language/Chinese;简体中文;简体中文;same;;;;;;;;;;;;;;;;;;;;
language/TChinese;繁體字;繁體字;same;;;;;;;;;;;;;;;;;;;;
language/HChinese;简体中文;简体中文;same;;;;;;;;;;;;;;;;;;;;
language/Korean;한국어;한국어;same;;;;;;;;;;;;;;;;;;;;
language/Japanese;日本語;日本語;same;;;;;;;;;;;;;;;;;;;;
language/Portuguese;Português;Português;same;;;;;;;;;;;;;;;;;;;;
language/Vietnamese;Việt;Việt;same;;;;;;;;;;;;;;;;;;;;
language/Romanian;Română;Română;same;;;;;;;;;;;;;;;;;;;;
yn1/have_new_content_lang/en;Voiceovers for selected language are not downloaded. Would you like to download them now?;Voiceovers for selected language are not downloaded. Would you like to download them now?;same;;;;;;;;;;;;;;;;;;;;
msgbox/btn_download/en;Download;Download;same;;;;;;;;;;;;;;;;;;;;
msgbox/btn_cancel/en;Cancel;Cancel;same;;;;;;;;;;;;;;;;;;;;
password_mask_char;☭;•;nice;;;;;;;;;;;;;;;;;;;;
voiceMessageDefaultVoice;;;same;;;;;;;;;;;;;;;;;;;;
warthunder_dmm_link;;http://warthunder.dmm.com/linkaccount/;nice;;;;;;;;;;;;;;;;;;;;
current_lang;en;en;same;;;;;;;;;;;;;;;;;;;;
url/tss;auto_login https://tss.warthunder.com;auto_login https://tss.warthunder.com;same;;;;;;;;;;;;;;;;;;;;
url/streamsAndReplays;;auto_login sso_service=any http://warthunder.com/en/tournament/replay/;nice;;;;;;;;;;;;;;;;;;;;
url/achievements;auto_local auto_login https://achievements.gaijin.net/?app={appId}&nick={name};auto_local auto_login https://achievements.gaijin.net/?app={appId}&nick={name};same;;;;;;;;;;;;;;;;;;;;
url/news;https://warthunder.com/en/game/changelog/;https://warthunder.com/en/game/changelog/;same;;;;;;;;;;;;;;;;;;;;
url/steam/community;https://steamcommunity.com/app/{appId};https://steamcommunity.com/app/{appId};same;;;;;;;;;;;;;;;;;;;;
url/reportAnIssue;auto_login https://community.gaijin.net/issues/p/warthunder/new_issue?f.platform={platform}&f.version={version};auto_login https://community.gaijin.net/issues/p/warthunder/new_issue?f.platform={platform}&f.version={version};same;;;;;;;;;;;;;;;;;;;;
url/eula;https://legal.gaijin.net;auto_local https://legal.gaijin.net;nice;;;;;;;;;;;;;;;;;;;;
priceText/rub;{price} RUB;{price} RUB;same;;;;;;;;;;;;;;;;;;;;
priceText/usd;{price} USD;{price} USD;same;;;;;;;;;;;;;;;;;;;;
priceText/eur;{price} EUR;{price} EUR;same;;;;;;;;;;;;;;;;;;;;
priceText/jpy;{price} DP;{price} DP;same;;;;;;;;;;;;;;;;;;;;
priceText/dp;{price} DP;{price} DP;same;;;;;;;;;;;;;;;;;;;;
url/workshop/controls;https://live.warthunder.com/feed/controlss/?lang=en;https://live.warthunder.com/feed/controlss/?lang=en;same;;;;;;;;;;;;;;;;;;;;
url/steamBindingEmailInfoUrl;https://support.gaijin.net/hc/en-us/articles/209617049-Binding-a-Steam-account-to-your-e-mail-address;https://support.gaijin.net/hc/en-us/articles/209617049-Binding-a-Steam-account-to-your-e-mail-address;same;;;;;;;;;;;;;;;;;;;;
