Column1;Column2;Column3;Column4;Column5;Column6;Column7
t2_khalkhin_gol_BfD_norespawn_attack;Capture the Soviet village;Capture the Soviet village;nice;;;
t1_khalkhin_gol_BfD_norespawn_attack;Free the occupied village;Free the occupied village;nice;;;
t2_khalkhin_gol_BfD_norespawn_protect;Hold the captured beachhead;Hold the captured beachhead;nice;;;
t1_khalkhin_gol_BfD_norespawn_main;Destroy the Japanese forces;Destroy the Japanese forces;nice;;;
t2_khalkhin_gol_BfD_norespawn_main;Destroy the Soviet forces;Destroy the Soviet forces;nice;;;
missions/sicily_BfD_norespawn;[Operation] Sicily;[Operation] Sicily;nice;;;
sicily_BfD_lookup_t1;Find and destroy the enemy spotters;Find and destroy the enemy spotters;nice;;;
sicily_BfD_land_units_t1;Destroy the enemy ground targets;Destroy the enemy ground targets;nice;;;
sicily_BfD_lookup_t2;Find and destroy the enemy spotters;Find and destroy the enemy spotters;nice;;;
sicily_BfD_land_units_t2;Destroy the enemy ground targets;Destroy the enemy ground targets;nice;;;
missions/malta_BfD_norespawn;[Operation] Malta;[Operation] Malta;nice;;;
malta_BfD_norespawn_t1_main;Protect the port of Valletta;Protect the port of Valletta;nice;;;
malta_BfD_norespawn_t2_main;Capture the port of Valletta;Capture the port of Valletta;nice;;;
malta_BfD_norespawn_t2_landing;Cover the landing;Cover the landing;nice;;;
malta_BfD_norespawn_t1_landing;Don't allow enemy forces to land;Don't allow enemy forces to land;nice;;;
malta_BfD_norespawn_t2_brander;Help branders to destroy enemy naval ships;Help branders to destroy enemy naval ships;nice;;;
malta_BfD_norespawn_t1_brander;Protect allied ships from branders' attack;Protect allied ships from branders' attack;nice;;;
missions/ruhr_BfD_norespawn;[Operation] Ruhr;[Operation] Ruhr;nice;;;
t1_ruhr_BfD_norespawn_town1;Help ground troops to capture Bottrop;Help ground troops to capture Bottrop;nice;;;
t2_ruhr_BfD_norespawn_town1;Help ground troops to defend Bottrop;Help ground troops to defend Bottrop;nice;;;
t1_ruhr_BfD_norespawn_town2;Help ground troops to capture Gelsenkirchen;Help ground troops to capture Gelsenkirchen;nice;;;
t2_ruhr_BfD_norespawn_town2;Help ground troops to defend Gelsenkirchen;Help ground troops to defend Gelsenkirchen;nice;;;
t1_ruhr_BfD_norespawn_town3;Help ground troops to capture Bochum;Help ground troops to capture Bochum;nice;;;
t2_ruhr_BfD_norespawn_town3;Help ground troops to defend Bochum;Help ground troops to defend Bochum;nice;;;
missions/korea_BfD_norespawn;[Operation] Korea;[Operation] Korea;nice;;;
t1_korea_BfD_norespawn_bridge_t1;Protect the bridge until allied tanks get across;Protect the bridge until allied tanks get across;nice;;;
t2_korea_BfD_norespawn_bridge_t1;Don't allow enemy tanks to get across the bridge;Don't allow enemy tanks to get across the bridge;nice;;;
t1_korea_BfD_norespawn_bridge_t2;Don't allow enemy tanks to get across the bridge;Don't allow enemy tanks to get across the bridge;nice;;;
t2_korea_BfD_norespawn_bridge_t2;Protect the bridge until allied tanks get across;Protect the bridge until allied tanks get across;nice;;;
t1_korea_BfD_norespawn_capture;Help the ground forces to capture the airfield;Help the ground forces to capture the airfield;nice;;;
t2_korea_BfD_norespawn_capture;Help the ground forces to defend the airfield;Help the ground forces to defend the airfield;nice;;;
missions/guadalcanal_BfD_norespawn;[Operation] Guadalcanal;[Operation] Guadalcanal;nice;;;
guadalcanal_BfD_evacuate_t1;Interrupt the Japanese evacuation;Interrupt the Japanese evacuation;nice;;;
guadalcanal_BfD_evacuate_t2;Protect the evacuation of ground troops;Protect the evacuation of ground troops;nice;;;
guadalcanal_BfD_defend_t1;Assist ground forces in the attack on the enemy base;Assist ground forces in the attack on the enemy base;nice;;;
guadalcanal_BfD_defend_t2;Help to suppress enemy ground forces;Help to suppress enemy ground forces;nice;;;
missions/air_spawn_A;A;A;same;;;
missions/air_spawn_B;B;B;same;;;
missions/air_spawn_C;C;C;same;;;
missions/air_spawn_D;D;D;same;;;
template/noRespawns;(No Respawn);(No Respawn);nice;;;
template/noRespawns/desc;In this mission, you can spawn only once, choose your aircraft carefully.;In this mission, you can spawn only once, choose your aircraft carefully.;nice;;;
template/limitedRespawns;(Limited Respawns);(Limited Respawns);nice;;;
template/limitedRespawns/num;(respawns: %s);(respawns: %s);nice;;;
template/limitedRespawns/num/plural;({num} {num=respawn/respawns});({num} {num=respawn/respawns});nice;;;
template/limitedRespawns/desc;There is a limited number of respawns in this mission.;There is a limited number of respawns in this mission.;nice;;;
missions/stalingrad_w_BfD_norespawn;"[Event] Operation ""Uranus""";"[Event] Operation ""Uranus""";nice;;;
missions/mozdok_BfDn;[Operation] Mozdok;[Operation] Mozdok;nice;;;
missions/honolulu_BfDn;[Operation] Honolulu;[Operation] Honolulu;nice;;;
missions/iwo_jima_BfD_norespawn;[Operation] Iwo Jima;[Operation] Iwo Jima;nice;;;
missions/britain_BfDn;[Operation] Latish Convoy;[Operation] Latish Convoy;nice;;;
missions/berlin_BfD_norespawn;[Operation] Berlin;[Operation] Berlin;nice;;;
missions/zhengzhou_BfD_norespawn;[Operation] Zhengzhou;[Operation] Zhengzhou;nice;;;
missions/stalingrad_sim_BfD;[Battle] Stalingrad;[Battle] Stalingrad;nice;;;
missions/stalingrad_sim_BfD/desc;Battle for Stalingrad;Battle for Stalingrad;nice;;;
missions/khalkhin_gol_BfDn;[Operation] The Last Battle of Khalkhyn Gol;[Operation] The Last Battle of Khalkhyn Gol;nice;;;
missions/the_hardest_day_norespawn;[Event] The Hardest Day;[Event] The Hardest Day;nice;;;
missions/the_hardest_day_norespawn/desc;The day when the Luftwaffe carried out massive attacks on British airfields. Fierce air battles that day led to both parties losing more aircraft than ever before, including the day of the Battle of Britain.;The day when the Luftwaffe carried out massive attacks on British airfields. Fierce air battles that day led to both parties losing more aircraft than ever before, including the day of the Battle of Britain.;nice;;;
missions/krymsk_alt_BfD_norespawn;[Alternate History] Krymsk. Summer 1945;[Alternate History] Krymsk. Summer 1945;nice;;;
missions/berlin_alt_BfD_norespawn;[Alternate History] Berlin. Summer 1945;[Alternate History] Berlin. Summer 1945;nice;;;
missions/guam_alt_BfD_norespawn;[Military Exercise] Preparation for landing on Hokkaido;[Military Exercise] Preparation for landing on Hokkaido;nice;;;
t1_guam_alt_BfD_zones_capturing;Do not let the strategic points be captured by enemy;Do not let the strategic points be captured by enemy;nice;;;
t2_guam_alt_BfD_zones_capturing;Help ground forces to capture the strategic points;Help ground forces to capture the strategic points;nice;;;
t1_guam_alt_BfD_bombing_zones;Destroy imaginary enemy military bases;Destroy imaginary enemy military bases;nice;;;
t2_guam_alt_BfD_bombing_zones;Destroy imaginary enemy military bases;Destroy imaginary enemy military bases;nice;;;
missions/ruhr_angel_BfD_norespawn;[Event] Ruhr. Guardian Angel;[Event] Ruhr. Guardian Angel;nice;;;
missions/ruhr_angel_BfD_norespawn/desc;"During the autumn 1943, the USAAF command regularly missioned the B-17 for bombing German military objects without fighter escort. They anticipated that a tight formation of bombers could take care of itself.

However, on the 14th of October 1943, after losing 60 bombers in one sortie, they published an order prohibiting day flights of bombers without fighter escort.";"During the autumn 1943, the USAAF command regularly missioned the B-17 for bombing German military objects without fighter escort. They anticipated that a tight formation of bombers could take care of itself.

However, on the 14th of October 1943, after losing 60 bombers in one sortie, they published an order prohibiting day flights of bombers without fighter escort.";nice;;;
missions/stalingrad_river_BfD_norespawn;[Operation] Defending Stalingrad;[Operation] Defending Stalingrad;nice;;;
t1_stalingrad_BfD_norespawn_zone1;Help ground forces defend the north side of the city;Help ground forces defend the north side of the city;nice;;;
t2_stalingrad_BfD_norespawn_zone1;Help ground forces capture the north side of the city;Help ground forces capture the north side of the city;nice;;;
t1_stalingrad_BfD_norespawn_zone2;Help ground forces defend the city center;Help ground forces defend the city center;nice;;;
t2_stalingrad_BfD_norespawn_zone2;Help ground forces capture the city center;Help ground forces capture the city center;nice;;;
t1_stalingrad_BfD_norespawn_zone3;Help ground forces defend the south side of the city;Help ground forces defend the south side of the city;nice;;;
t2_stalingrad_BfD_norespawn_zone3;Help ground forces capture the south side of the city;Help ground forces capture the south side of the city;nice;;;
missions/saipan_BfD_norespawn;[Operation] Saipan;[Operation] Saipan;nice;;;
missions/mozdok_BfD_norespawn;[Operation] Road to Grozny;[Operation] Road to Grozny;nice;;;
missions/ruhr_BfDn;[Operation] Essen;[Operation] Essen;nice;;;
missions/stalingrad_il2_BfD_norespawn;"[Event] Stalingrad. Escorting ""Sturmoviks""";"[Event] Stalingrad. Escorting ""Sturmoviks""";nice;;;
missions/stalingrad_il2_BfD_norespawn/desc;"The Normandie-Niemen French fighter squadron served at the Eastern Front in World War II. French pilots flew Soviet Yakovlev fighters and specialized in escorting bombers and attackers.

Challenge yourself as an escort fighter pilot, covering friendly IL-2 attackers on their way to raid German positions.";"The Normandie-Niemen French fighter squadron served at the Eastern Front in World War II. French pilots flew Soviet Yakovlev fighters and specialized in escorting bombers and attackers.

Challenge yourself as an escort fighter pilot, covering friendly IL-2 attackers on their way to raid German positions.";nice;;;
missions/kursk_BfD_norespawn;[Operation] Kursk;[Operation] Kursk;nice;;;
missions/_duel;[Tournament] Duel 1x1 -;[Tournament] Duel 1x1 -;nice;;;
missions/_duel/desc;The teams fight each other in duel mode.;The teams fight each other in duel mode.;nice;;;
missions/_4x4_duel;[Tournament] Duel 2x2 -;[Tournament] Duel 2x2 -;nice;;;
missions/_4x4_duel/desc;The teams fight each other in duel mode, over four points.;The teams fight each other in duel mode, over four points.;nice;;;
missions/_8x8_duel;[Tournament] Duel 8x8 -;[Tournament] Duel 8x8 -;nice;;;
missions/_8x8_duel/desc;"The teams fight each other in duel mode.

Mission objectives:
- Bomb out the enemy base
- Achieve superiority over the combat zone";"The teams fight each other in duel mode.

Mission objectives:
- Bomb out the enemy base
- Achieve superiority over the combat zone";nice;;;
missions/krymsk_stanica_BfD_norespawn;[Operation] Kuban. Stanitsa of Krymskaya;[Operation] Kuban. Stanitsa of Krymskaya;nice;;;
missions/bulge_bastogne_BfD_norespawn;[Operation] Battle for Bastogne;[Operation] Battle for Bastogne;nice;;;
missions/krymsk_mishako_BfD_norespawn;[Operation] Kuban. Myskhako;[Operation] Kuban. Myskhako;nice;;;
missions/krymsk_mishako_BfD_norespawn/desc;It's the end of April 1943. The German army has decided to destroy a small Soviet base near Novorossiysk, and now they are launching a massive attack. German dive bombers are circling over Soviet positions at Malaya Zemlya almost permanently.;It's the end of April 1943. The German army has decided to destroy a small Soviet base near Novorossiysk, and now they are launching a massive attack. German dive bombers are circling over Soviet positions at Malaya Zemlya almost permanently.;nice;;;
missions/honolulu_hydroplanes_AfD;Floats!;Floats!;same;;;
missions/honolulu_hydroplanes_AfD/desc;"This special event features floatplanes and flying boats contending for control of special points located on the surface of the water. Take part in a fierce sea battle!

Mission objectives:
- Destroy the enemy planes
- Capture and hold control points by alighting on the water's surface near aircraft-carriers";"This special event features floatplanes and flying boats contending for control of special points located on the surface of the water. Take part in a fierce sea battle!

Mission objectives:
- Destroy the enemy planes
- Capture and hold control points by alighting on the water's surface near aircraft-carriers";nice;;;
missions/britain_fau_BfD_norespawn;[Event] Weapons Test;[Event] Weapons Test;nice;;;
missions/britain_fau_BfD_norespawn/desc;German command is testing new weapons. British Air Forces are intercepting the deadly machines.;German command is testing new weapons. British Air Forces are intercepting the deadly machines.;nice;;;
missions/malta_convoy_BfD_norespawn;[Event] Convoy Interception;[Event] Convoy Interception;nice;;;
missions/malta_convoy_BfD_norespawn/desc;A convoy with food and ammunition is heading from Alexandria to Malta. German command has decided to launch a sudden attack and destroy the convoy making for the port.;A convoy with food and ammunition is heading from Alexandria to Malta. German command has decided to launch a sudden attack and destroy the convoy making for the port.;nice;;;
missions/honolulu_pearl_harbor_BfD_norespawn;[Operation] Pearl Harbor;[Operation] Pearl Harbor;nice;;;
missions/honolulu_pearl_harbor_BfD_norespawn/desc;Japanese bombers are attacking Pearl Harbor. American pilots haven't managed to take off before the first wave of bombers appeared, and the harbor is burning now. Moreover, new waves have yet to come.;Japanese bombers are attacking Pearl Harbor. American pilots haven't managed to take off before the first wave of bombers appeared, and the harbor is burning now. Moreover, new waves have yet to come.;nice;;;
missions/wake_island_BfD_norespawn;[Event] Attack on Wake Island;[Event] Attack on Wake Island;nice;;;
missions/port_moresby_BfDn;[Operation] Port Moresby;[Operation] Port Moresby;nice;;;
missions/wake_island_BfDn;[Operation] Wake Island;[Operation] Wake Island;nice;;;
missions/sicily_BfDn;[Operation] Consolidation of positions on Sicily;[Operation] Consolidation of positions on Sicily;nice;;;
missions/korsun_BfDn;[Operation] Counteroffensive;[Operation] Counteroffensive;nice;;;
missions/peleliu_BfDn;[Operation] Yoo Passage;[Operation] Yoo Passage;nice;;;
missions/zhengzhou_BfDn;[Operation] Henan Province;[Operation] Henan Province;nice;;;
missions/bulge_BfDn;[Operation] Bastogne;[Operation] Bastogne;nice;;;
missions/stalingrad_biatlon_GS;[Winter Games] Biathlon;[Winter Games] Biathlon;nice;;;
missions/stalingrad_biatlon_GS/desc;The teams fly through waypoints and complete tasks. The winner is the team that reaches the final point first!;The teams fly through waypoints and complete tasks. The winner is the team that reaches the final point first!;nice;;;
missions/korsun_hockey_GS;[Winter Games] Hockey;[Winter Games] Hockey;nice;;;
missions/korsun_hockey_GS/desc;The teams must score goals by shooting at a puck — a special immortal plane.;The teams must score goals by shooting at a puck — a special immortal plane.;nice;;;
missions/korsun_kerling_GS;[Winter Games] Curling;[Winter Games] Curling;nice;;;
missions/korsun_kerling_GS/desc;Teams must lead their columns of tanks to a capture zone, destroying obstacles on the way. Enemy tanks cannot be destroyed before they reach the capture zone.;Teams must lead their columns of tanks to a capture zone, destroying obstacles on the way. Enemy tanks cannot be destroyed before they reach the capture zone.;nice;;;
missions/bulge_schwalbe_BfD_norespawn;[Event] Fight of Swallows;[Event] Fight of Swallows;nice;;;
missions/bulge_schwalbe_BfD_norespawn/desc;"The year is 1944. On the threshold of the Battle of the Bulge, the US are concerned about the increasing quantity of rocket aircraft in German hands. In order to put an end to this threat, an armada of B-17's is heading to bombing the airfields where the ""swallows"" are located.

Take part in the fight for one of these airfields.";"The year is 1944. On the threshold of the Battle of the Bulge, the US are concerned about the increasing quantity of rocket aircraft in German hands. In order to put an end to this threat, an armada of B-17's is heading to bombing the airfields where the ""swallows"" are located.

Take part in the fight for one of these airfields.";nice;;;
missions/stalingrad_FFA;[FFA] Stalingrad;[FFA] Stalingrad;nice;;;
missions/stalingrad_FFA/desc;FFA Deathmatch. Destroy all other aircraft to gain a victory in this game mode.;FFA Deathmatch. Destroy all other aircraft to gain a victory in this game mode.;nice;;;
missions/stalingrad_race;[FFA / Race] Stalingrad;[FFA / Race] Stalingrad;nice;;;
missions/stalingrad_race/desc;You should finish first.;You should finish first.;nice;;;
missions/kursk_tournament_BfD_norespawn;[Tournament] Kursk;[Tournament] Kursk;nice;;;
missions/kursk_tournament_BfD_norespawn/desc;"Mission for the tournament ""Memory""";"Mission for the tournament ""Memory""";nice;;;
missions/spain_BfD_norespawn;[Operation] Battle for Spain;[Operation] Battle for Spain;nice;;;
missions/spain_alt_BfD_norespawn;[Alternate History] Spain;[Alternate History] Spain;nice;;;
phiphi_race/name;[Race] Tropical Island (long);[Race] Tropical Island (long);nice;;;
phiphi_race/desc;Race track above the tropical island.;Race track above the tropical island.;nice;;;
phiphi_race_two_circles/name;[Race] Deadly Banking (long);[Race] Deadly Banking (long);nice;;;
phiphi_race_two_circles/desc;Race track above the tropical island.;Race track above the tropical island.;nice;;;
finland_tank_race/name;[Tank Race] Finland;[Tank Race] Finland;nice;;;
finland_tank_race/desc;A race track for ground vehicles through the snowy villages of Finland.;A race track for ground vehicles through the snowy villages of Finland.;nice;;;
missions/alps_race;[Race] Frozen Pass;[Race] Frozen Pass;nice;;;
missions/alps_race/desc;A race track among rocky mountains.;A race track among rocky mountains.;nice;;;
hurtgen_offroad_tank_race/name;[Rally] Hürtgen Forest;[Rally] Hürtgen Forest;nice;;;
hurtgen_offroad_tank_race/desc;A rally race track for ground vehicles through the picturesque Hürtgen Forest.;A rally race track for ground vehicles through the picturesque Hürtgen Forest.;nice;;;
rheinland_tank_race/name;[Tank Race] Cologne;[Tank Race] Cologne;nice;;;
rheinland_tank_race/desc;A race track for ground vehicles through the war-ridden streets of Cologne.;A race track for ground vehicles through the war-ridden streets of Cologne.;nice;;;
missions/ruhr_aerobatics_mission;[Pilotage] Mission for the training of aerobatic teams;[Pilotage] Mission for the training of aerobatic teams;nice;;;
missions/ruhr_aerobatics_mission/desc;"- Firing from primary weapons is disabled
- Spawn on the airfield or near the ""Aerobatic cube"" is possible
- Aerobatic exercise pathways (near spawn points A and B and the Aerobatic cube):
    banking and eight
    S-turns of different difficulty
    bank modulation (preparation for scissors)
    scissors (distinction from bank modulation — absence of intermediate gate, smaller lengthwise distance but bigger widthwise)
    barrel roll
    knife-edge pass (alternate roll at 90 degrees) to the right or to the left, or advanced barrel roll
    loaded roll";"- Firing from primary weapons is disabled
- Spawn on the airfield or near the ""Aerobatic cube"" is possible
- Aerobatic exercise pathways (near spawn points A and B and the Aerobatic cube):
    banking and eight
    S-turns of different difficulty
    bank modulation (preparation for scissors)
    scissors (distinction from bank modulation — absence of intermediate gate, smaller lengthwise distance but bigger widthwise)
    barrel roll
    knife-edge pass (alternate roll at 90 degrees) to the right or to the left, or advanced barrel roll
    loaded roll";nice;;;
missions/stalingrad_tank_factory_BfD_norespawn;[Event] Tractor Factory;[Event] Tractor Factory;nice;;;
missions/stalingrad_tank_factory_BfD_norespawn/desc;Summer 1942. The German army is rushing towards Stalingrad. One of the main goals of the Luftwaffe is to destroy the Stalingrad Tractor Factory, where production of Soviet tanks takes place.;Summer 1942. The German army is rushing towards Stalingrad. One of the main goals of the Luftwaffe is to destroy the Stalingrad Tractor Factory, where production of Soviet tanks takes place.;nice;;;
missions/kursk_pe2_escort_BfD_norespawn;[Event] Beside the Kursk salient;[Event] Beside the Kursk salient;nice;;;
missions/kursk_pe2_escort_BfD_norespawn/desc;Summer 1943. The German armored fist is about to make a break-through attack on Soviet defences. Although having a huge amount of tanks concentrated at the location already, the German army is continuously bringing more reinforcements. Soviet command has discovered the location of a large formation of German forces.;Summer 1943. The German armored fist is about to make a break-through attack on Soviet defences. Although having a huge amount of tanks concentrated at the location already, the German army is continuously bringing more reinforcements. Soviet command has discovered the location of a large formation of German forces.;nice;;;
missions/berlin_cascade_AfD;[Airfield Capture] Berlin;[Airfield Capture] Berlin;nice;;;
missions/berlin_cascade_AfD/desc;"In order to win in ""Airfield Capture"" mode, the team has to capture the central airfield and then the airfield of the enemy.";"In order to win in ""Airfield Capture"" mode, the team has to capture the central airfield and then the airfield of the enemy.";nice;;;
missions/asia_4roads_baloons_GS;[Funny shooting range] Mountain Gorge;[Funny shooting range] Mountain Gorge;nice;;;
missions/asia_4roads_baloons_GS/desc;In [Funny shooting range] mode the team has to destroy barrage balloons and prevent the opposite team doing the same.;In [Funny shooting range] mode the team has to destroy barrage balloons and prevent the opposite team doing the same.;nice;;;
missions/moscow_survive_BfD_norespawn;[Survival] Moscow;[Survival] Moscow;nice;;;
missions/moscow_survive_BfD_norespawn/desc;"With a small flight of fighters, contain the enemy bomber hordes rushing towards Moscow. If they drop their deadly load, you'll lose.

Don't forget to land at the airfield to re-arm!";"With a small flight of fighters, contain the enemy bomber hordes rushing towards Moscow. If they drop their deadly load, you'll lose.

Don't forget to land at the airfield to re-arm!";nice;;;
missions/aaa_Dom;[War in Mid Air];[War in Mid Air];nice;;;
missions/aaa_Dom/desc;"

Aviation objectives:
- Clear the enemy foothold from armor

Ground forces objectives:
- Protect the foothold from the enemy bombers
- Prevent the destruction of the allied armored units";"

Aviation objectives:
- Clear the enemy foothold from armor

Ground forces objectives:
- Protect the foothold from the enemy bombers
- Prevent the destruction of the allied armored units";nice;;;
missions/korea_black_thursday_BfD_norespawn;[Event] Black Thursday;[Event] Black Thursday;nice;;;
missions/korea_black_thursday_BfD_norespawn/desc;The day when the USA lost more than ten B-29 bombers.;The day when the USA lost more than ten B-29 bombers.;nice;;;
missions/korea_black_thursday_RB_BfD_norespawn;[Event] Black Thursday;[Event] Black Thursday;nice;;;
missions/korea_black_thursday_RB_BfD_norespawn/desc;The day when the USA lost more than ten B-29 bombers.;The day when the USA lost more than ten B-29 bombers.;nice;;;
missions/korea_black_thursday_SB_BfD_norespawn;[Event] Black Thursday;[Event] Black Thursday;nice;;;
missions/korea_black_thursday_SB_BfD_norespawn/desc;The day when the USA lost more than ten B-29 bombers.;The day when the USA lost more than ten B-29 bombers.;nice;;;
missions/poland_captureTheTrophy_tournament_BfD_norespawn;[Event] Tug of War;[Event] Tug of War;nice;;;
missions/poland_captureTheTrophy_tournament_BfD_norespawn/desc;"The main task in the event is the evacuation of a ZSU Gepard. The vehicle cannot move, so the only method of capture - is using your tow cable to drag it to your team capture zone.

- Capture and hold the disputed vehicle at your base.
- You can respawn with all ground vehicles in your lineup.
- If destroyed, the disputed vehicle will respawn in the central zone in 10 seconds.
- A team loses 500 points if one of its members is knocked out
- The longer the vehicle is located in your zone, the faster the opposing team will lose points.
- The towed vehicle is vulnerable and can be destroyed, but for the destruction of the vehicle the team will receive 2,000 points penalty.";"The main task in the event is the evacuation of a ZSU Gepard. The vehicle cannot move, so the only method of capture - is using your tow cable to drag it to your team capture zone.

- Capture and hold the disputed vehicle at your base.
- You can respawn with all ground vehicles in your lineup.
- If destroyed, the disputed vehicle will respawn in the central zone in 10 seconds.
- A team loses 500 points if one of its members is knocked out
- The longer the vehicle is located in your zone, the faster the opposing team will lose points.
- The towed vehicle is vulnerable and can be destroyed, but for the destruction of the vehicle the team will receive 2,000 points penalty.";nice;;;
missions/britain_convoy_BfD_norespawn;[Event] British Convoy;[Event] British Convoy;nice;;;
missions/britain_convoy_BfD_norespawn/desc;German aircraft have been sortied to destroy a British convoy moving along the British coast.;German aircraft have been sortied to destroy a British convoy moving along the British coast.;nice;;;
missions/khalkhin_gol_100_AD;"Khalkhin Gol. War Thunder - 100: ""Team Air Battle""";"Khalkhin Gol. War Thunder - 100: ""Team Air Battle""";nice;;;
missions/khalkhin_gol_100_AD/desc;"Two teams battle with each other whilst flying aircraft in the skies above Khalkhin Gol. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";"Two teams battle with each other whilst flying aircraft in the skies above Khalkhin Gol. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";nice;;;
missions/sicily_100_AD;"Sicily. War Thunder - 100: ""Team Air Battle""";"Sicily. War Thunder - 100: ""Team Air Battle""";nice;;;
missions/sicily_100_AD/desc;"Two teams battle with each other whilst flying aircraft in the skies above Sicily. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";"Two teams battle with each other whilst flying aircraft in the skies above Sicily. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";nice;;;
missions/poland_Tdm;"War Thunder - 100: ""Team Tank Battle""";"War Thunder - 100: ""Team Tank Battle""";nice;;;
missions/poland_Tdm/desc;"Two teams battle with each other whilst driving ground vehicles in the location Poland. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";"Two teams battle with each other whilst driving ground vehicles in the location Poland. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";nice;;;
missions/tunisia_Tdm;"War Thunder - 100: ""Team Tank Battle""";"War Thunder - 100: ""Team Tank Battle""";nice;;;
missions/tunisia_Tdm/desc;"Two teams battle with each other whilst driving ground vehicles in the location Tunisia. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";"Two teams battle with each other whilst driving ground vehicles in the location Tunisia. The team that is the first to destroy 100 enemy vehicles wins.
The number of respawns is unlimited!";nice;;;
africa_desert/name;Second battle of El Alamein;Second battle of El Alamein;nice;;;
africa_desert_short/name;El Alamein;El Alamein;nice;;;
africa_desert/desc;;;same;;;
alps/name;Frozen Pass;Frozen Pass;nice;;;
alps/desc;;;same;;;
berlin/name;Berlin;Berlin;same;;;
berlin/desc;;;same;;;
eastern_europe/name;Eastern Europe;Eastern Europe;nice;;;
eastern_europe/desc;;;same;;;
european_province/name;European Province;European Province;nice;;;
european_province/desc;;;same;;;
finland/name;Finland;Finland;same;;;
finland/desc;;;same;;;
fortress/name;White Rock Fortress;White Rock Fortress;nice;;;
fortress/desc;;;same;;;
guadalcanal/name;Jungle;Jungle;same;;;
guadalcanal/desc;;;same;;;
hurtgen/name;Battle of Hürtgen Forest;Battle of Hürtgen Forest;nice;;;
hurtgen/desc;;;same;;;
ireland/name;Ash River;Ash River;nice;;;
ireland/desc;;;same;;;
karelia/name;Karelia;Karelia;same;;;
karelia/desc;;;same;;;
karpaty/name;Carpathians;Carpathians;same;;;
karpaty/desc;;;same;;;
korea/name;38th Parallel;38th Parallel;nice;;;
korea/desc;;;same;;;
krymsk/name;Kuban;Kuban;same;;;
krymsk/desc;;;same;;;
ladoga/name;Ladoga;Ladoga;same;;;
ladoga/desc;;;same;;;
kursk/name;Kursk;Kursk;same;;;
kursk/desc;;;same;;;
kursk_villages/name;Fire arc;Fire arc;nice;;;
kursk_villages/desc;;;same;;;
mozdok/name;Mozdok;Mozdok;same;;;
mozdok/desc;;;same;;;
normandy_02/name;Fields of Normandy;Fields of Normandy;nice;;;
normandy_02/desc;;;same;;;
normandy/name;Normandy;Normandy;same;;;
normandy/desc;;;same;;;
poland_02/name;Fields of Poland;Fields of Poland;nice;;;
poland_02/desc;;;same;;;
poland/name;Poland;Poland;same;;;
poland/desc;;;same;;;
port_novorossiysk/name;Port Novorossiysk;Port Novorossiysk;nice;;;
port_novorossiysk/desc;;;same;;;
rheinland_short/name;Rhine;Rhine;same;;;
rheinland/name;Advance to the Rhine;Advance to the Rhine;nice;;;
rheinland/desc;;;same;;;
stalingrad_factory/name;Stalingrad;Stalingrad;same;;;
stalingrad_factory/desc;;;same;;;
tunisia_02/name;Sands of Tunisia;Sands of Tunisia;nice;;;
tunisia_02/desc;;;same;;;
tunisia/name;Tunisia;Tunisia;same;;;
tunisia/desc;;;same;;;
volokolamsk/name;Volokolamsk;Volokolamsk;same;;;
volokolamsk/desc;;;same;;;
volokolamsk_02/name;Surroundings of Volokolamsk;Surroundings of Volokolamsk;nice;;;
volokolamsk_02/desc;;;same;;;
ardennes/name;Ardennes;Ardennes;same;;;
ardennes/desc;;;same;;;
sinai/name;Sinai;Sinai;same;;;
sinai/desc;;;same;;;
sinai_02/name;Sands of Sinai;Sands of Sinai;nice;;;
sinai_02/desc;;;same;;;
abandoned_factory/name;Abandoned factory;Abandoned factory;nice;;;
abandoned_factory/desc;;;same;;;
stalingrad/name;Stalingrad;Stalingrad;same;;;
stalingrad/desc;;;same;;;
ruhr/name;Ruhr;Ruhr;same;;;
ruhr/desc;;;same;;;
zhengzhou/name;Zhengzhou;Zhengzhou;same;;;
zhengzhou/desc;;;same;;;
arcade_phiphi_crater_rocks/name;Pacific Hidden Base;Pacific Hidden Base;nice;;;
arcade_phiphi_crater_rocks/desc;;;same;;;
arcade_phiphi_crater/name;Pacific Hidden Base;Pacific Hidden Base;nice;;;
arcade_phiphi_crater/desc;;;same;;;
arcade_canyon_snow/name;Iron Range;Iron Range;nice;;;
arcade_canyon_snow/desc;;;same;;;
arcade_norway_fjords/name;Fjords;Fjords;same;;;
arcade_norway_fjords/desc;;;same;;;
norway/name;Norway;Norway;same;;;
norway/desc;;;same;;;
fiji/name;Fiji;Fiji;same;;;
fiji/desc;;;same;;;
south_africa/name;South Africa;South Africa;nice;;;
south_africa/desc;;;same;;;
dover/name;La Manche;La Manche;nice;;;
dover/desc;;;same;;;
port_moresby/name;New Guinea;New Guinea;nice;;;
port_moresby/desc;;;same;;;
midway/name;Midway;Midway;same;;;
